id	level	description
RF00231	Rfam	Small Cajal body specific RNA 13
RF00232	Rfam	Spi-1 (PU.1) 5' UTR regulatory element
RF00233	Rfam	Tymovirus/Pomovirus tRNA-like 3' UTR element
RF00234	Rfam	glmS glucosamine-6-phosphate activated ribozyme
RF00235	Rfam	Plasmid RNAIII
RF00236	Rfam	ctRNA
RF00237	Rfam	mir-9/mir-79 microRNA precursor family
RF00238	Rfam	ctRNA
RF00239	Rfam	mir-124 microRNA precursor family
RF00240	Rfam	RNA-OUT
RF00241	Rfam	mir-8/mir-141/mir-200 microRNA precursor family
RF00242	Rfam	ctRNA
RF00243	Rfam	traJ 5' UTR
RF00244	Rfam	mir-26 microRNA precursor family
RF00245	Rfam	mir-19 microRNA precursor family
RF00246	Rfam	mir-135 microRNA precursor family
RF00247	Rfam	mir-160 microRNA precursor family
RF00248	Rfam	mir-148/mir-152 microRNA precursor family
RF00249	Rfam	mir-46/mir-47/mir-281 microRNA precursor family
RF00250	Rfam	Trans-activation response element (TAR)
RF00251	Rfam	mir-219 microRNA precursor family
RF00252	Rfam	Alfalfa mosaic virus coat protein binding (CPB) RNA
RF00253	Rfam	mir-101 microRNA precursor family
RF00254	Rfam	mir-16 microRNA precursor family
RF00255	Rfam	mir-218 microRNA precursor family
RF00256	Rfam	mir-196 microRNA precursor family
RF00257	Rfam	mir-194 microRNA precursor family
RF00258	Rfam	mir-130 microRNA precursor family
RF00259	Rfam	Interferon gamma 5' UTR regulatory element
RF00260	Rfam	Hepatitis C virus (HCV) cis-acting replication element (CRE)
RF00261	Rfam	L-myc internal ribosome entry site (IRES)
RF00262	Rfam	sar RNA
RF00263	Rfam	Small nucleolar RNA SNORA68
RF00264	Rfam	Small nucleolar RNA SNORA64/SNORA10 family
RF00265	Rfam	Small nucleolar RNA SNORA69
RF00266	Rfam	Small nucleolar RNA Z17
RF00267	Rfam	Small nucleolar RNA R64/Z200 family
RF00268	Rfam	Small nucleolar RNA snoZ7/snoR77
RF00270	Rfam	Small nucleolar RNA SNORD61
RF00271	Rfam	Small nucleolar RNA SNORD60
RF00272	Rfam	Small nucleolar RNA SNORA67
RF00273	Rfam	Small nucleolar RNA SNORD59
RF00274	Rfam	Small nucleolar RNA SNORD57
RF00275	Rfam	Small nucleolar RNA SNORD56
RF00276	Rfam	Small nucleolar RNA SNORD52
RF00277	Rfam	Small nucleolar RNA SNORD49
RF00278	Rfam	Small nucleolar RNA SNORD50
RF00279	Rfam	Small nucleolar RNA SNORD45
RF00280	Rfam	Small nucleolar RNA SNORD51
RF00281	Rfam	Small nucleolar RNA SNORD47
RF00282	Rfam	Small nucleolar RNA SNORD48
RF00283	Rfam	small Cajal body-specific RNA 18
RF00284	Rfam	Small nucleolar RNA SNORD74
RF00285	Rfam	Z6 small nucleolar RNA
RF00286	Rfam	Small Cajal body specific RNA 8
RF00287	Rfam	Small nucleolar RNA SNORD44
RF00288	Rfam	Z30 small nucleolar RNA
RF00289	Rfam	Small nucleolar RNA SNORD104
RF00290	Rfam	Bamboo mosaic potexvirus (BaMV) cis-regulatory element
RF00291	Rfam	Small nucleolar RNA snoR639/H1
RF00292	Rfam	Small nucleolar RNA TBR5
RF00293	Rfam	Small nucleolar RNA snoM1
RF00294	Rfam	Small nucleolar RNA TBR17
RF00295	Rfam	Small nucleolar RNA TBR7
RF00296	Rfam	Small nucleolar RNA R16
RF00300	Rfam	Small nucleolar RNA Z221/R21b
RF00301	Rfam	Small nucleolar RNA Z256
RF00302	Rfam	Small nucleolar RNA SNORA65
RF00303	Rfam	Small nucleolar RNA snoR86
RF00304	Rfam	Small nucleolar RNA Z279/snoR105/snoR108
RF00305	Rfam	Small nucleolar RNA Z248
RF00306	Rfam	Small nucleolar RNA Z178
RF00307	Rfam	Small nucleolar RNA snoR98
RF00309	Rfam	Small nucleolar RNA snR60/Z15/Z230/Z193/J17
RF00310	Rfam	Small nucleolar RNA Z165
RF00311	Rfam	Small nucleolar RNA Z188
RF00312	Rfam	Small nucleolar RNA Z206
RF00313	Rfam	Small nucleolar RNA Z173
RF00314	Rfam	Small nucleolar RNA Z182
RF00315	Rfam	Small nucleolar RNA J33
RF00316	Rfam	Small nucleolar RNA R43
RF00317	Rfam	Small nucleolar RNA Z163/Z177 family
RF00318	Rfam	Small nucleolar RNA Z175
RF00319	Rfam	Small nucleolar RNA SNORA23
RF00320	Rfam	Small nucleolar RNA Z185
RF00321	Rfam	Small nucleolar RNA Z247
RF00322	Rfam	Small nucleolar RNA SNORA31
RF00323	Rfam	Small nucleolar RNA R79
RF00324	Rfam	Small nucleolar RNA MBII-202
RF00325	Rfam	Small nucleolar RNA SNORD53/SNORD92
RF00326	Rfam	Small nucleolar RNA Z155
RF00327	Rfam	Small nucleolar RNA Z194
RF00328	Rfam	Small nucleolar RNA Z161/Z228
RF00329	Rfam	Small nucleolar RNA Z162
RF00330	Rfam	Small nucleolar RNA Z43
RF00331	Rfam	Small nucleolar RNA Z169
RF00332	Rfam	Small nucleolar RNA Z266
RF00333	Rfam	Small nucleolar RNA Z157/R69/R10
RF00334	Rfam	Small nucleolar RNA SNORA3/SNORA45 family
RF00335	Rfam	Small nucleolar RNA Z13/snr52
RF00336	Rfam	Small nucleolar RNA J26
RF00337	Rfam	Small nucleolar RNA Z112
RF00338	Rfam	Small nucleolar RNA snR53
RF00339	Rfam	Small nucleolar RNA snoR60
RF00340	Rfam	Small nucleolar RNA SNORA36 family
RF00341	Rfam	Small nucleolar RNA Z39
RF00342	Rfam	Small nucleolar RNA Z40
RF00343	Rfam	Small nucleolar RNA Z122
RF00344	Rfam	Small nucleolar RNA Z267
RF00345	Rfam	Small nucleolar RNA snoR1
RF00348	Rfam	Small nucleolar RNA snoR9
RF00349	Rfam	Small nucleolar RNA R11/Z151
RF00350	Rfam	Small nucleolar RNA Z152/R70/R12/
RF00351	Rfam	Small nucleolar RNA R20
RF00352	Rfam	Small nucleolar RNA R21
RF00353	Rfam	Small nucleolar RNA snoR31/Z110/Z27
RF00355	Rfam	Small nucleolar RNA snoR28
RF00356	Rfam	Small nucleolar RNA R32/R81/Z41
RF00357	Rfam	Small nucleolar RNA R44/J54/Z268 family
RF00358	Rfam	Small nucleolar RNA Z101
RF00359	Rfam	Small nucleolar RNA Z102/R77
RF00360	Rfam	Small nucleolar RNA Z107/R87
RF00361	Rfam	Small nucleolar RNA Z119
RF00362	Rfam	Pospiviroid RY motif stem loop
RF00363	Rfam	mir-BART1 microRNA precursor family
RF00364	Rfam	mir-BART2 microRNA precursor family
RF00365	Rfam	mir-BHRF1-1 microRNA precursor family
RF00366	Rfam	mir-BHRF1-2 microRNA precursor family
RF00367	Rfam	mir-BHRF1-3 microRNA precursor family
RF00368	Rfam	sroB RNA
RF00369	Rfam	sroC RNA
RF00370	Rfam	sroD RNA
RF00371	Rfam	sroE RNA
RF00372	Rfam	sroH RNA
RF00373	Rfam	Archaeal RNase P
RF00374	Rfam	Gammaretrovirus core encapsidation signal
RF00375	Rfam	HIV primer binding site (PBS)
RF00376	Rfam	HIV gag stem loop 3 (GSL3)
RF00377	Rfam	Small nucleolar RNA U6-53/MBII-28
RF00378	Rfam	Qrr RNA
RF00379	Rfam	ydaO/yuaA leader
RF00380	Rfam	ykoK leader
RF00381	Rfam	Antizyme RNA frameshifting stimulation element
RF00382	Rfam	DnaX ribosomal frameshifting element
RF00383	Rfam	Insertion sequence IS1222 ribosomal frameshifting element
RF00384	Rfam	Poxvirus AX element late mRNA cis-regulatory element
RF00385	Rfam	Infectious bronchitis virus D-RNA
RF00386	Rfam	Enterovirus 5' cloverleaf cis-acting replication element
RF00387	Rfam	FGF-1 internal ribosome entry site (IRES)
RF00388	Rfam	Anti-Q RNA
RF00389	Rfam	Bamboo mosaic virus satellite RNA cis-regulatory element
RF00390	Rfam	UPSK RNA
RF00391	Rfam	RtT RNA
RF00392	Rfam	Small nucleolar RNA SNORA5
RF00393	Rfam	Small nucleolar RNA SNORA8
RF00394	Rfam	Small nucleolar RNA SNORA4
RF00396	Rfam	Small nucleolar RNA SNORA13
RF00397	Rfam	Small nucleolar RNA SNORA14
RF00398	Rfam	Small nucleolar RNA SNORA15
RF00399	Rfam	Small nucleolar RNA SNORA24
RF00400	Rfam	Small nucleolar RNA SNORA28
RF00401	Rfam	Small nucleolar RNA SNORA20
RF00402	Rfam	Small nucleolar RNA SNORA25
RF00403	Rfam	Small nucleolar RNA SNORA41
RF00404	Rfam	Small nucleolar RNA SNORA46
RF00405	Rfam	Small nucleolar RNA SNORA44
RF00406	Rfam	Small nucleolar RNA SNORA42/SNORA80 family
RF00407	Rfam	Small nucleolar RNA SNORA50
RF00408	Rfam	Small nucleolar RNA SNORA1
RF00409	Rfam	Small nucleolar RNA SNORA7
RF00410	Rfam	Small nucleolar RNA SNORA2/SNORA34 family
RF00411	Rfam	Small nucleolar RNA SNORA9
RF00412	Rfam	Small nucleolar RNA SNORA21
RF00413	Rfam	Small nucleolar RNA SNORA19
RF00414	Rfam	Small nucleolar RNA SNORA22
RF00415	Rfam	Small nucleolar RNA SNORA30/SNORA37 family
RF00416	Rfam	Small nucleolar RNA SNORA43
RF00417	Rfam	Small nucleolar RNA SNORA56
RF00418	Rfam	Small nucleolar RNA SNORA58
RF00419	Rfam	Small nucleolar RNA SNORA52
RF00420	Rfam	Small nucleolar RNA SNORA61
RF00421	Rfam	Small nucleolar RNA SNORA32
RF00422	Rfam	Small Cajal body specific RNA 24
RF00423	Rfam	Small Cajal body specific RNA 4
RF00424	Rfam	Small Cajal body specific RNA 16
RF00425	Rfam	Small nucleolar RNA SNORA18
RF00426	Rfam	Small Cajal body specific RNA 15
RF00427	Rfam	Small Cajal body specific RNA 23
RF00428	Rfam	Small nucleolar RNA SNORA38
RF00429	Rfam	Small nucleolar RNA SNORA29
RF00430	Rfam	Small nucleolar RNA SNORA54
RF00431	Rfam	Small nucleolar RNA SNORA55
RF00432	Rfam	Small nucleolar RNA SNORA51
RF00433	Rfam	Hsp90 cis-regulatory element
RF00434	Rfam	Luteovirus cap-independent translation element (BTE)
RF00435	Rfam	Repression of heat shock gene expression (ROSE) element
RF00436	Rfam	UnaL2 LINE 3' element
RF00437	Rfam	Hairy RNA localisation element (HLE)
RF00438	Rfam	Small nucleolar RNA SNORA33
RF00439	Rfam	Small nucleolar RNA SNORD87
RF00440	Rfam	Small nucleolar RNA SNORD37
RF00441	Rfam	Small nucleolar RNA Z242
RF00442	Rfam	ykkC-yxkD leader
RF00443	Rfam	Small nucleolar RNA SNORA27
RF00444	Rfam	PrrF RNA
RF00445	Rfam	mir-399 microRNA precursor family
RF00446	Rfam	mir-133 microRNA precursor family
RF00447	Rfam	Voltage-gated potassium-channel Kv1.4 IRES
RF00448	Rfam	Epstein-Barr virus nuclear antigen (EBNA) IRES
RF00449	Rfam	HIF-1 alpha IRES
RF00451	Rfam	mir-395 microRNA precursor family
RF00452	Rfam	mir-172 microRNA precursor family
RF00453	Rfam	Cardiovirus cis-acting replication element (CRE)
RF00454	Rfam	p27 cis-regulatory element
RF00455	Rfam	mir-15 microRNA precursor family
RF00456	Rfam	mir-34 microRNA precursor family
RF00457	Rfam	Mnt IRES
RF00458	Rfam	Cripavirus internal ribosome entry site (IRES)
RF00459	Rfam	Mason-Pfizer monkey virus packaging signal
RF00460	Rfam	U1A polyadenylation inhibition element (PIE)
RF00461	Rfam	Vascular endothelial growth factor (VEGF) IRES A
RF00462	Rfam	APC internal ribosome entry site (IRES)
RF00463	Rfam	Apolipoprotein B (apoB) 5' UTR cis-regulatory element
RF00464	Rfam	mir-92 microRNA precursor family
RF00465	Rfam	Japanese encephalitis virus (JEV) hairpin structure
RF00467	Rfam	Rous sarcoma virus (RSV) primer binding site (PBS)
RF00468	Rfam	Hepatitis C virus stem-loop VII
RF00469	Rfam	Hepatitis C stem-loop IV
RF00470	Rfam	Togavirus 5' plus strand cis-regulatory element
RF00471	Rfam	Small nucleolar RNA snR48
RF00472	Rfam	Small nucleolar RNA snR55/Z10
RF00473	Rfam	Small nucleolar RNA snR54
RF00474	Rfam	Small nucleolar RNA snR57
RF00475	Rfam	Small nucleolar RNA snR69
RF00476	Rfam	Small nucleolar RNA snR61/Z1/Z11
RF00477	Rfam	Small nucleolar RNA snR66
RF00478	Rfam	Small Cajal body specific RNA 6
RF00479	Rfam	Small nucleolar RNA snR71
RF00480	Rfam	HIV Ribosomal frameshift signal
RF00481	Rfam	Hepatitis C virus 3'X element
RF00482	Rfam	Small nucleolar RNA F1/F2/snoR5a
RF00483	Rfam	Insulin-like growth factor II IRES
RF00484	Rfam	Connexin-32 internal ribosome entry site (IRES)
RF00485	Rfam	Potassium channel RNA editing signal
RF00486	Rfam	mir-129 microRNA precursor family
RF00487	Rfam	Connexin-43 internal ribosome entry site (IRES)
RF00488	Rfam	Yeast U1 spliceosomal RNA
RF00489	Rfam	ctRNA
RF00490	Rfam	S-element
RF00492	Rfam	small Cajal body-specific RNA 17
RF00493	Rfam	Small nucleolar RNA U2-30
RF00494	Rfam	Small nucleolar RNA U2-19
RF00495	Rfam	Heat shock protein 70 (Hsp70) internal ribosome entry site (IRES)
RF00496	Rfam	Coronavirus SL-III cis-acting replication element (CRE)
RF00498	Rfam	Equine arteritis virus leader TRS hairpin (LTH)
RF00499	Rfam	Human parechovirus 1 (HPeV1) cis regulatory element (CRE)
RF00500	Rfam	Turnip crinkle virus (TCV) repressor of minus strand synthesis H5
RF00501	Rfam	Rotavirus cis-acting replication element (CRE)
RF00502	Rfam	Turnip crinkle virus (TCV) core promoter hairpin (Pr)
RF00503	Rfam	RNAIII
RF00504	Rfam	Glycine riboswitch
RF00505	Rfam	RydC RNA
RF00506	Rfam	Threonine operon leader
RF00507	Rfam	Coronavirus frameshifting stimulation element
RF00509	Rfam	Small nucleolar RNA snR64
RF00510	Rfam	Tombusvirus internal replication element (IRE)
RF00511	Rfam	Kaposi's sarcoma-associated herpesvirus internal ribosome entry site (IRES)
RF00512	Rfam	Leucine operon leader
RF00513	Rfam	Tryptophan operon leader
RF00514	Rfam	Histidine operon leader
RF00515	Rfam	PyrR binding site
RF00516	Rfam	ylbH leader
RF00517	Rfam	serC leader
RF00518	Rfam	speF leader
RF00519	Rfam	suhB
RF00520	Rfam	ybhL leader
RF00521	Rfam	SAM riboswitch (alpha-proteobacteria)
RF00522	Rfam	PreQ1 riboswitch
RF00523	Rfam	Prion pseudoknot
RF00524	Rfam	R2 RNA element
RF00525	Rfam	Flavivirus DB element
RF00526	Rfam	Small nucleolar RNA Me28S-U3344
RF00527	Rfam	Small nucleolar RNA Me28S-Gm3255
RF00528	Rfam	Small nucleolar RNA Me28S-Gm1083
RF00529	Rfam	Small nucleolar RNA Me28S-Am2589
RF00530	Rfam	Small nucleolar RNA Me28S-Cm2645
RF00531	Rfam	Small nucleolar RNA Me28S-Gm3113
RF00532	Rfam	Small nucleolar RNA Me18S-Um1356
RF00533	Rfam	Small nucleolar RNA Me18S-Gm1358
RF00534	Rfam	SgrS RNA
RF00535	Rfam	Small nucleolar RNA Me28S-Am982
RF00536	Rfam	Small nucleolar RNA Me28S-Cm3227
RF00537	Rfam	Small nucleolar RNA Me28S-Am2634
RF00538	Rfam	Small nucleolar RNA CD11
RF00539	Rfam	Small nucleolar RNA Me28S-Cm788
RF00540	Rfam	Small nucleolar RNA psi18S-1854
RF00541	Rfam	Small nucleolar RNA psi28S-2876
RF00542	Rfam	Small nucleolar RNA psi28S-1192
RF00543	Rfam	Small nucleolar RNA psi18S-1377
RF00544	Rfam	Small nucleolar RNA psi28S-3327
RF00545	Rfam	Small nucleolar RNA psi18S-841/snoR66
RF00546	Rfam	Small nucleolar RNA psi28S-3316
RF00547	Rfam	TrkB IRES
RF00548	Rfam	U11 spliceosomal RNA
RF00549	Rfam	c-sis internal ribosome entry site (IRES)
RF00550	Rfam	Hepatitis E virus cis-reactive element
RF00551	Rfam	Bicoid 3'-UTR regulatory element
RF00552	Rfam	rncO
RF00553	Rfam	Small Cajal body specific RNA 1
RF00554	Rfam	Small nucleolar RNA SNORA48
RF00555	Rfam	Ribosomal protein L13 leader
RF00556	Rfam	Ribosomal protein L19 leader
RF00557	Rfam	Ribosomal protein L10 leader
RF00558	Rfam	Ribosomal protein L20 leader
RF00559	Rfam	Ribosomal protein L21 leader
RF00560	Rfam	Small nucleolar RNA SNORA17
RF00561	Rfam	Small nucleolar RNA SNORA40
RF00562	Rfam	Small nucleolar RNA SNORA49
RF00563	Rfam	Small nucleolar RNA SNORA53
RF00564	Rfam	Small Cajal body specific RNA 11
RF00565	Rfam	Small Cajal body specific RNA 3
RF00566	Rfam	Small nucleolar RNA SNORA35
RF00567	Rfam	Small nucleolar RNA SNORD17
RF00568	Rfam	Small nucleolar RNA SNORA26
RF00569	Rfam	Small nucleolar RNA SNORD19
RF00570	Rfam	Small Nucleolar RNA SNORD64
RF00571	Rfam	Small nucleolar RNA SNORD65
RF00572	Rfam	Small nucleolar RNA SNORD66
RF00573	Rfam	Small nucleolar RNA SNORD67
RF00574	Rfam	Small nucleolar RNA SNORD69
RF00575	Rfam	Small nucleolar RNA SNORD70
RF00576	Rfam	Small nucleolar RNA SNORD71
RF00577	Rfam	Small nucleolar RNA SNORD72
RF00578	Rfam	Small nucleolar RNA SNORD89
