SeqID	Architecture
83648	_gap_
6760	_gap_
640	_gap_,50044,55550,56112
26290	_gap_,53448,50370
123606	103481,_gap_
7920	_gap_,53474
6782	53067,53067,_gap_
143471	56235
3736	54695,_gap_,81324,_gap_
64092	_gap_,50044,47769,_gap_
252969	_gap_,46946,_gap_
3741	_gap_,54695,_gap_,81324,_gap_
8204	_gap_
4908	_gap_,57501
2222	_gap_,48576,_gap_
1508	54001
7681	_gap_,90229,_gap_,57850,_gap_
361	81338,_gap_
7450	_gap_,57567,_gap_,57567,_gap_,57567,_gap_,57567,_gap_,53300,53300,53300,_gap_,57567,_gap_,57603,_gap_
100505929	_gap_
4692	_gap_
1525	48726,48726,_gap_
83539	_gap_
23742	_gap_
6638	_gap_,50182,_gap_
10950	160696,_gap_
1000	_gap_,49313,49313,49313,49313,49313,49313,_gap_
54149	_gap_
140578	56436,_gap_
1825	49313,49313,49313,49313,49313,49313,_gap_
613210	57392
928	_gap_,48652
613209	_gap_
100133267	57392
245940	57392
728957	109640,_gap_,57667,57667,57667,57667
5651	82671,57424,49854,49899,49854,57424,56487,50494
5696	56235
55200	_gap_,48065,50729,_gap_
377630	_gap_,54001,_gap_
4685	48726,48726,48726,48726,48726,49265,_gap_
54148	_gap_,81271,55186,_gap_
1824	49313,49313,49313,49313,49313,49313,_gap_
6890	_gap_,90123,52540
7132	_gap_,57586,57586,57586,_gap_,47986
7337	_gap_,56204
58494	48726,48726,_gap_
653333	53335
1823	49313,49313,49313,49313,49313,49313,_gap_
57819	50182
1828	_gap_,49313,49313,49313,49313,_gap_
147409	_gap_,49313,49313,49313,49313,_gap_
91694	_gap_,57850,48452,57850,88697,_gap_
3108	54452,48726
1830	_gap_,49313,49313,49313,49313,_gap_
10395	_gap_,47769,_gap_,48350,55961
1829	_gap_,49313,49313,49313,49313,49313,_gap_
50854	_gap_
157773	_gap_
2558	63712,90112
137868	_gap_
9331	_gap_,53448
1589	48264
7991	_gap_,52833,_gap_
3111	54452,48726
22878	_gap_,48452,_gap_
80736	_gap_
2567	63712,90112
3113	54452,48726,_gap_
54941	57850,_gap_
51444	57850,_gap_
4948	_gap_
10919	_gap_,48403,82199,_gap_
4225	55486,49899,49599,_gap_
4481	_gap_,56487
8924	_gap_,50985,_gap_,55856,_gap_,159034,_gap_,63748,_gap_,49785,50985,_gap_,50985,_gap_,56204,_gap_
286097	_gap_,47473,47473
4855	57196,57196,57196,57196,57196,57196,57196,57196,57184,57184,57196,_gap_,57184,57196,57184,57184,57196,_gap_,90193,90193,_gap_,48403,_gap_
51201	_gap_
29883	53098
6337	_gap_
137492	54495,_gap_,140111
6257	_gap_,57716,48508
4055	_gap_,57586,57586,_gap_
7922	_gap_
7923	51735
939	57586,57586,_gap_
5157	_gap_,48726,48726,48726
6015	57850,_gap_
55080	_gap_,48726,48726,_gap_
221527	54695,_gap_,57667,57667
57509	_gap_
6293	_gap_
6843	58038
321	_gap_,50729,50156,50156
23359	_gap_
56160	_gap_
9918	_gap_,48371,_gap_
2597	51735,55347
89832	63712,90112
3120	54452,48726,_gap_
2267	_gap_,56496
3112	54452,48726,_gap_
64762	_gap_,47769
100288637	48350
57565	_gap_,54695,_gap_,117281
5108	_gap_
22909	_gap_
522	111357
54893	_gap_,50729,_gap_,52799,_gap_
2551	54236,_gap_,47769,_gap_,46785,_gap_
3109	54452,48726,_gap_
80816	_gap_
351	56491,89811,_gap_,57362,109843,_gap_
8715	_gap_
427	_gap_
51621	_gap_,57667,57667,_gap_
1837	47473,47473,57850,_gap_
6046	_gap_,47370,_gap_,47370,_gap_
10	54001
116159	_gap_
9510	_gap_,55486,82895,_gap_,82895,82895
11096	_gap_,55486,82895,_gap_,82895
57121	81321,_gap_
10982	47576,140612
9824	48350,_gap_
63898	_gap_,55550
6447	_gap_
26046	48371,_gap_,57850
55790	_gap_,53448
84519	_gap_,100895
84307	_gap_,47353,_gap_,57667,57667,57667,57667,57667
342184	_gap_,101447,_gap_
51147	_gap_,57903
7278	52490,55307
113457	52490,55307
55174	_gap_
4023	53474,49723
6570	_gap_,103473
10600	_gap_,57850,_gap_,54001,_gap_
100101467	_gap_,47353,_gap_,57667,57667,57667,57667
526	_gap_,52540,_gap_
10694	48592,54849,52029,_gap_
11178	_gap_
171017	_gap_,57667,57667,57667,57667,57667,_gap_
54737	54160,_gap_,48403,_gap_
56911	_gap_
7572	_gap_,47353,_gap_,57667,57667,57667
51272	58038,_gap_
9046	50729,50729,_gap_
23039	_gap_,48371,_gap_
55269	_gap_,54928,_gap_
147199	48201
100379661	54695,_gap_,47454,57959,_gap_
252884	_gap_,47353,_gap_,57667,57667
125476	_gap_
113746	_gap_
9205	_gap_,57716,_gap_
3833	_gap_,52540,_gap_
60626	48371
2589	_gap_,53448,50370
2897	53822,_gap_,53850,_gap_
23410	_gap_,52467
83608	_gap_
7750	_gap_,57716,_gap_
10361	69203,_gap_
196500	_gap_
57099	_gap_
5719	_gap_,46785
55197	48464,_gap_
9073	_gap_
50813	_gap_
56851	49452,_gap_
2039	_gap_,47050
643803	_gap_
25800	_gap_
100131902	_gap_
388818	_gap_
79768	_gap_
643812	_gap_
337959	_gap_
51234	_gap_
337963	_gap_
140258	_gap_
51596	_gap_,54913
55250	50965,50998,_gap_,50978
8079	_gap_
337970	_gap_
337971	_gap_
8831	_gap_,50729,49562,_gap_,48350,_gap_
337973	_gap_
64760	_gap_
100288287	_gap_
337968	_gap_
171389	47986,52540,_gap_,52047
100151643	_gap_
2700	_gap_,118220
2706	_gap_
337985	_gap_
100288323	_gap_
80162	_gap_,48208
10804	_gap_
79873	55811,_gap_
337879	_gap_
337880	_gap_
3902	_gap_,48726,48726,48726,_gap_
51084	51735,48179
7074	_gap_,50729,_gap_,50156,_gap_,48065,50729,_gap_
221504	54695,_gap_,57667
55806	_gap_,51197
387733	_gap_
920	48726,48726,48726,48726,_gap_
80346	_gap_
8100	_gap_,48452,_gap_
728299	_gap_
8519	_gap_
6647	49329
203190	52058,50952
57466	48464,_gap_,54928,_gap_
10410	_gap_
55505	144210
27239	81321,_gap_
6440	_gap_
338707	_gap_,53448
254531	69593,_gap_
11187	_gap_,48371
30811	_gap_,56112,_gap_
53342	_gap_,57501
649	55486,49854,49854,57184,49854,_gap_,49854,49854
221143	53335
54069	_gap_
59307	48726,52200,_gap_
64328	_gap_,48371,_gap_
56246	_gap_
56853	54928,_gap_,54928,_gap_
9875	_gap_,48371,_gap_
2784	50978
59271	_gap_
26524	_gap_,46934,_gap_,56112,_gap_
10284	_gap_
83461	_gap_
70	53067,53067
9796	49265,_gap_
56683	_gap_
81490	_gap_
8078	_gap_,57850,_gap_,54001,46934,_gap_
221150	_gap_
6050	52047,52047
661	_gap_
78988	_gap_
8867	_gap_,56219,54928,_gap_
253832	_gap_
7167	_gap_,51351
55124	_gap_,101690,53098,_gap_
54989	57667,57667,_gap_,57667,57667,_gap_,57667,_gap_,57667
6014	52540
89978	52402
221154	_gap_,47473,47473
6860	_gap_,49562,49562
10233	52058,_gap_
26040	_gap_
23516	_gap_
2254	_gap_,50353
4212	_gap_,46689,_gap_
6445	_gap_
8170	_gap_
3265	52540
26278	54236,55874,_gap_,55874,_gap_,55874,_gap_,46565,_gap_,81593
5533	_gap_,56300,_gap_
2026	54826,51604
6563	_gap_
1822	_gap_
55504	_gap_
10174	_gap_,50044,50044,_gap_,50044
94104	_gap_
145942	_gap_
284266	_gap_,48726,48726,_gap_
161742	50729,_gap_
4285	_gap_,55486,_gap_
113246	_gap_
57724	_gap_
5777	55550,55550,52799,_gap_
283742	_gap_
387911	_gap_,49842
115399	52058,_gap_
9050	103657,_gap_
256329	_gap_,74853,_gap_
10215	_gap_,47459,_gap_
8045	54236,_gap_
116448	_gap_,47459,_gap_
498	_gap_,50615,52540,47917
728409	_gap_
3455	49265,49265,_gap_
57661	_gap_,57850,57903,_gap_
4439	_gap_,48334,52540
338872	_gap_,49842
541565	_gap_
115106	_gap_
143	52113,_gap_,47587,56399,_gap_,53300,_gap_
57805	_gap_,47473,_gap_
400359	_gap_
400360	_gap_
3665	46785,_gap_,49879
10162	_gap_
3588	49265,49265,_gap_
494470	_gap_,57850
479	_gap_,81653,_gap_,81660,56784,81665
3454	49265,49265,49265,49265,_gap_
55909	103657
716	49854,57196,49854,57535,57535,50494
53841	49313,49313,49313,_gap_
3460	_gap_,49265,49265,_gap_
161835	_gap_
56163	57850,_gap_,63748,_gap_,63748,50199,63748,_gap_,63748,_gap_,63748,_gap_
1960	_gap_,57667,57667,_gap_
11245	81321,_gap_
157310	49777
440275	54495,_gap_,56112,_gap_,56112,55681,_gap_
9063	68906,_gap_
1815	81321,_gap_
10522	_gap_,63763,_gap_,144232
8795	_gap_,57586,57586,57586,_gap_,47986
55835	_gap_
8794	_gap_,57586,57586,57586,_gap_
8793	_gap_,57586,57586,57586,_gap_
6727	54762,_gap_
91782	_gap_
90427	_gap_
219287	_gap_
9107	50729,52799,_gap_
162699	47676,_gap_
51224	47676,_gap_
84064	56784
203069	82708,_gap_
701	_gap_,56112
9818	_gap_
4017	_gap_,56487,56487,56487,56487,_gap_
56924	_gap_,56112
4087	_gap_,56366,_gap_,49879
6888	51569
51761	_gap_,81653,_gap_,81660,56784,81665
347862	52317
9583	_gap_
644809	_gap_
100131244	48403,_gap_
5330	50729,47473,51695,49562,_gap_,69989
387914	_gap_
51286	_gap_
6049	_gap_,57850
79751	103506
4824	_gap_,46689,_gap_
137814	_gap_,46689,_gap_
55367	_gap_,52058,_gap_,47986
6781	_gap_
1024	56112,_gap_
10863	_gap_,55486,57552,_gap_
51279	_gap_,49854,57535,50494
10810	_gap_
7407	_gap_,47616,_gap_,50677,52374,_gap_,47323,_gap_
644844	_gap_
6222	_gap_,46946
85455	_gap_,82866,_gap_,82866,_gap_
2835	81321
90417	_gap_
83758	50814
57104	52151,_gap_
219333	_gap_,54001
27299	_gap_,55486,57552
6144	50104,_gap_
977	_gap_,48652,_gap_
3305	53067,53067,100920,100934
8756	_gap_,55486,57552,_gap_
5830	_gap_,48452
4741	_gap_,64593,_gap_,64593,_gap_
5441	46924
4747	_gap_,64593,_gap_,64593,_gap_
7106	_gap_,48652,_gap_
201501	48371,54695,_gap_,57667,57667,_gap_
80005	50044,_gap_,48371,_gap_
9811	_gap_,48371
341392	56801
2796	_gap_
283316	_gap_,56487,56487,56487,56487,56487,56487,56487,56487,56487,56487,56487,56487,_gap_
4092	_gap_,56366,_gap_,49879
54793	89837,54695,141571
157313	_gap_
66005	51445
6139	54843,_gap_
64641	_gap_,81296,_gap_
9332	_gap_,56487,56487,56487,56487,56487,56487,56487,56487,56487,_gap_
387496	52540
161	48371,_gap_,49348,55711
5520	_gap_,50978,_gap_
3712	_gap_,56645,47203
4645	_gap_,52540,52540,_gap_
10687	_gap_
219402	_gap_,54364,55200,_gap_
1808	51338,51556,51338,_gap_
339	53927
9573	_gap_,57501
22893	_gap_
359787	_gap_
222484	57850,_gap_,50156,50156,50156,50156
170482	_gap_,56436
51082	55257
4588	_gap_,57567,_gap_,57567,57567,_gap_
148	81321,_gap_
360030	_gap_,46689
27079	_gap_,55120,_gap_
3651	_gap_,46689,_gap_
432369	48690
57082	_gap_
2322	_gap_,48726,_gap_,56112,_gap_
220136	_gap_
23087	57850,57845,_gap_,49899
757	_gap_
5888	47794,52540
255967	_gap_,90229,_gap_,56112,_gap_
2185	_gap_,54236,47031,50729,56112,_gap_,68993
8705	_gap_
54943	_gap_,46565,_gap_
2618	52440,56059,51246,55326,56042,53328
10471	46579
6515	103473
2321	48726,48726,48726,48726,48726,48726,48726,_gap_,56112,_gap_
55810	_gap_,46785,_gap_
6651	_gap_,50978,_gap_,54768
51371	_gap_
5863	48366,_gap_,54236,_gap_
283537	103473
719	81321,_gap_
55177	_gap_,48452
54472	_gap_,49562,46934
1135	_gap_,63712,90112
23281	_gap_
25977	50729,_gap_
30827	57903,_gap_
9024	_gap_,56112,_gap_
2053	56784,53474
2644	69761
6541	_gap_
50856	_gap_,56436
220134	_gap_
643338	_gap_
5412	54236
84936	_gap_,57903,_gap_,57845
29980	_gap_
81532	101152
1191	_gap_
5596	56112,_gap_
440077	109640,_gap_,57667,57667,57667,57667
84056	_gap_,52540
1850	52821,52799,_gap_
83876	48371
55138	_gap_
1616	_gap_
54866	81790,_gap_
3146	47095,47095,_gap_
9946	50129,51735
93978	_gap_,56436
387264	_gap_
440021	_gap_
6692	_gap_,57362,_gap_,57424,57362,_gap_
338339	_gap_,56436
387266	_gap_
51435	_gap_
55520	56281
4089	56366,_gap_,49879,_gap_
26253	_gap_,56436
387267	_gap_
171177	52540
55246	_gap_
10208	_gap_,54001,_gap_
57379	53927
157570	_gap_
5252	63748,57903,57903,_gap_
440023	_gap_
54567	_gap_,57196,57196,57184,_gap_
402778	_gap_
84935	_gap_
51320	_gap_,54791,54791,_gap_,57850
8076	_gap_
1509	50630
122046	_gap_
10808	53067,53067,100920,_gap_,100934,100934,_gap_
1630	48726,48726,48726,48726,49265,49265,49265,_gap_,49265,_gap_
286133	_gap_,56487
79094	_gap_,110857,_gap_
389643	_gap_,52540,_gap_
54617	_gap_,52540,_gap_,52540,_gap_
8932	_gap_,54171,_gap_
55140	_gap_,102114,55729,_gap_
90019	_gap_,49562,49562
11201	56672,100879,_gap_
5368	_gap_
55893	_gap_
147323	55961
7136	90250
162681	_gap_
284254	_gap_
145173	_gap_,53448
5874	52540
80323	_gap_
7976	63501,_gap_
122042	_gap_,57424,_gap_,52058,81321,_gap_
4046	_gap_
2137	_gap_,53448
55756	_gap_,56281,_gap_
11261	47473
10129	_gap_
11339	_gap_
51203	_gap_
9352	52833,49785
23335	50998,_gap_,50978
79618	_gap_,47413,46689,_gap_
51103	_gap_,49785
728008	_gap_
23168	_gap_,159042,_gap_
7140	_gap_,90250
646799	_gap_
3706	_gap_,56104
675	_gap_,81872,50249,81878,50249,50249,_gap_
4058	_gap_,56112,_gap_
90634	52540
57494	_gap_,56059
144568	_gap_,81296,48239,_gap_,49410
26015	_gap_
1911	_gap_,47769
81099	81321
10443	_gap_
6150	54189,_gap_
8612	48317
1846	52821,52799
4074	50911,_gap_
3481	_gap_,56994,_gap_
54531	_gap_,46689,_gap_
23047	_gap_,48371,_gap_
23484	_gap_
51298	_gap_
619373	_gap_
126567	_gap_,49562
10671	51161
25759	_gap_,50729,_gap_,55550
2	_gap_,81296,48239,_gap_,49410
723961	56994,_gap_
3630	56994
284451	_gap_
9365	_gap_,51445,51445,_gap_
5858	_gap_,81296,48239,_gap_,49410
90627	_gap_,47769,_gap_,48350,55961
91978	47391,_gap_
2961	_gap_,46785,_gap_
997	54495,_gap_
7054	_gap_,55021,56534
1388	_gap_,57959,_gap_
2936	_gap_,51905,55424
5983	52540,48019
3004	50494
682	48726,48726,48726,_gap_
23005	_gap_,50978,50978,_gap_
51046	_gap_
5516	_gap_,56300
430	_gap_,47459,_gap_
29121	56436
9480	_gap_,47413,46689
610	_gap_,81324,_gap_,51206,_gap_
10077	_gap_,48652,_gap_
4677	_gap_,50249,55681
5442	_gap_,56672,_gap_
969	_gap_,56436
975	_gap_,48652
5205	_gap_,81653,_gap_,81660,56784,81665
27006	50353
100137047	51197
55658	_gap_,57850
387836	56436
23327	_gap_,49562,51045,_gap_,51045,_gap_,51045,51045,56204
387837	_gap_,56436
10078	_gap_
9201	_gap_,89837,89837,_gap_,56112,_gap_
3784	_gap_,81324,_gap_
6453	47473,47473,_gap_,50044,_gap_,50044,50044,50044,50044,48065,50729,49562
10272	57581,100895,100895
8681	51197,49562,_gap_,52151
100137049	49562,_gap_,52151
1028	_gap_
51266	_gap_,56436
100526761	_gap_,47459,_gap_
51332	47576,_gap_,46966,46966,46966,46966,46966,46966,_gap_,46966,_gap_,46966,_gap_,46966,46966,46966,46966,46966,46966,46966,_gap_,46966,_gap_,46966,_gap_,46966,46966,46966,_gap_,46966,46966,46966,50729
728591	_gap_
5002	103473
283420	_gap_,56436
51267	_gap_,56436
400668	50494
5064	_gap_
64581	_gap_,56436
23111	116846,_gap_
7262	50729
126353	_gap_
4676	_gap_,143113,_gap_
5725	_gap_,54928,54928,_gap_,54928,54928
123745	_gap_,49562,_gap_,52151
283748	49562,_gap_,52151
100507135	_gap_
4973	_gap_,56436
8900	_gap_,47954,47954
833	47616,_gap_,52374,47323,_gap_
115701	48726,_gap_,48726,56112
10892	47986,48726,48726,52129,_gap_
120939	_gap_
23710	54236,_gap_
400120	_gap_
79948	48317,_gap_
29942	_gap_
5994	_gap_
55205	_gap_,57667,_gap_,57667,_gap_,57667,_gap_
7486	53098,_gap_,52540,_gap_,46785,_gap_,47819,_gap_
4093	56366,_gap_,49879
539	47928,_gap_
90701	51306
2922	_gap_
3824	56436
29880	53448
30062	_gap_,46689,_gap_
566	50494
339302	_gap_
64968	54995
3998	49899,_gap_
114879	_gap_,50729,144000,_gap_
23339	_gap_
11340	54211,55666
5657	50494
22914	_gap_,56436
100528032	_gap_,56436
147372	_gap_,57196,57196,_gap_
54065	_gap_
1991	50494
25963	_gap_
5366	_gap_
55578	_gap_
4160	_gap_,81321
8302	_gap_,56436
10025	50978,50952,_gap_
28316	_gap_,49313,49313,49313,49313,49313,_gap_
386746	81321
116534	81321
23556	53649,_gap_
3753	_gap_
3823	_gap_,56436
825	_gap_,54001,_gap_,49758,47473
3822	_gap_,56436
122011	56112
91300	_gap_,82708
10631	_gap_,82153,82153,82153,82153,_gap_
57614	_gap_,48371
116969	56399
3821	_gap_,56436
84634	81321,_gap_
417	_gap_,56399,_gap_
8792	_gap_,57586,57586,57586,_gap_
84750	53756
57053	63712,90112
7223	48403,_gap_
54877	_gap_,64268,_gap_,57756
55110	89817
54102	_gap_,52833,47616
23239	_gap_,50729,_gap_,52058,52058,_gap_,81606,_gap_
101928269	49417,_gap_
57418	50978,_gap_
84549	_gap_
55359	_gap_,56112
80185	48371
8531	_gap_,50249,_gap_
64397	_gap_,50978
116444	53822,53850,_gap_
79845	_gap_,57850
78986	52799
91304	_gap_
27315	_gap_
50837	81321
1302	49899,_gap_
137970	_gap_,48726,48726,82895,82895,_gap_,47986
6499	_gap_,52540,_gap_
2531	_gap_,51735
50835	81321
50839	81321
8773	58038,_gap_,58038
9525	116846,52540
157855	_gap_,81324,_gap_
54093	82199,_gap_
5268	56574
255252	52058
50838	81321
10347	_gap_,52540,_gap_,52540,_gap_
89777	56574
55142	_gap_
102723701	_gap_
161003	_gap_,117892,_gap_
11160	_gap_
391	52540
80209	_gap_
873	51735
259296	81321
6318	56574
6240	48168,51998
146059	_gap_
259294	81321
11212	51419
721	_gap_,47686,_gap_,48239,_gap_,49410,50242
89778	56574
874	51735
9980	_gap_
387921	_gap_,101898
6317	56574
8710	56574
10186	_gap_
23515	55874,_gap_
25960	52058,111418,_gap_
5434	53036,55287
143496	81321
6737	57850,57845,_gap_,49899
57511	_gap_
5055	56574
119774	81321
23562	_gap_
22904	_gap_,52540,_gap_,52540,_gap_
5545	_gap_
653247	_gap_
6493	47459,55785,55785,_gap_
2308	_gap_,46785,_gap_
10240	_gap_
2120	47769,_gap_,46785
3141	_gap_,55681
390036	81321
80223	49562,_gap_,144270
5273	56574
197131	_gap_,54736,_gap_,46785,_gap_
119772	81321
143501	_gap_
53820	_gap_
143502	_gap_,81321
5271	56574
390037	_gap_,81321
55128	57850,57845,_gap_,49899
6794	_gap_,56112,_gap_
137362	53383
7267	_gap_,48452,48452,_gap_,57850
155	81321,_gap_
1005	_gap_,49313,49313,49313,49313,49313,_gap_
4040	63825,57196,63825,57196,63825,57196,63825,57196,57424,57424,57424,_gap_
390038	81321
1997	_gap_,46785,_gap_
143503	81321
1978	_gap_
81285	81321
9070	_gap_,49899,_gap_
28513	_gap_,49313,49313,49313,49313,49313,_gap_
80021	56300,_gap_
513	_gap_,51344,46604
92126	_gap_,52540
56547	55486
11193	57667,_gap_,51045,51045,_gap_
89890	_gap_,54695,_gap_,117281
23582	_gap_
54682	_gap_
54495	52833,_gap_,52833,_gap_
256892	81321
9617	_gap_,75620
63943	_gap_,54534,48452
119695	81321
90007	54236,_gap_
119694	81321
80824	52821,52799,_gap_
119692	81321
401665	_gap_,81321
79612	_gap_,48452,_gap_
2038	81296,54001,49309,49309
27257	50182,_gap_
119687	81321
79839	_gap_
1389	57959,_gap_
81282	81321
9530	_gap_,63491
79324	81321
401666	81321
401667	81321
2842	_gap_,81321,_gap_
119682	81321
119679	81321
10311	81296,_gap_
119678	81321
220164	50729,50729,_gap_
390054	81321
1027	_gap_
23538	81321
23259	_gap_,47769,_gap_
81575	_gap_
10666	48726,48726,_gap_
28984	_gap_
283111	81321
3043	46458
51202	_gap_,52540,_gap_
25914	48371,48371,_gap_,48371,48371
23078	52540,52540,52540,_gap_,53300
55009	_gap_
3045	46458
1859	_gap_,56112,_gap_
116179	81296,54001,49309,49309
84513	48317
3048	46458
160851	_gap_,50729,57889,57889,_gap_,111331,_gap_,47769
55507	_gap_
161823	51556,_gap_
50865	55136
54904	_gap_,63748,_gap_,57903,_gap_,57903,63748,82199,57903,_gap_
57613	_gap_,50998
146050	47353,_gap_,57667,57667,57667,57667
10281	_gap_
11215	_gap_
84677	_gap_
8600	_gap_,49842
3046	46458
