ID	Name	Namespace	Distance
5.1	Racemases and epimerases	enzyme_commission	2
2.4.1.21	Starch synthase	enzyme_commission	4
2.4.1.182	Lipid-A-disaccharide synthase	enzyme_commission	4
2.4	Glycosyltransferases	enzyme_commission	2
2.4.1.227	acetylglucosaminyltransferase	enzyme_commission	4
5.1.3.14	UDP-N-acetylglucosamine 2-epimerase	enzyme_commission	4
5.1.3	Acting on carbohydrates and derivatives	enzyme_commission	3
2.4.1	Hexosyltransferases	enzyme_commission	3
2.4.1.17	Glucuronosyltransferase	enzyme_commission	4
3.2	Glycosylases	enzyme_commission	2
3.5.1	In linear amides	enzyme_commission	3
3.5.1.28	N-acetylmuramoyl-L-alanine amidase	enzyme_commission	4
3.5	Acting on carbon-nitrogen bonds, other than peptid	enzyme_commission	2
3	Hydrolases	enzyme_commission	1
3.2.1	Glycosidases, i.e. enzymes hydrolyzing O- and S-gl	enzyme_commission	3
3.2.1.96	Mannosyl-glycoprotein endo-beta-N-acetylglucosamin	enzyme_commission	4
2.7.11.25	Mitogen-activated protein kinase kinase kinase	enzyme_commission	4
3.1.4.11	Phosphoinositide phospholipase C	enzyme_commission	4
2.7.10	Protein-tyrosine kinases	enzyme_commission	3
2.4.1.68	Glycoprotein 6-alpha-L-fucosyltransferase	enzyme_commission	4
3.1.4	Phosphoric diester hydrolases	enzyme_commission	3
2.7.11	Protein-serine/threonine kinases	enzyme_commission	3
3.1	Acting on ester bonds	enzyme_commission	2
2.7.10.2	Non-specific protein-tyrosine kinase	enzyme_commission	4
4.2.3	Acting on phosphates	enzyme_commission	3
2.7.1.71	Shikimate kinase	enzyme_commission	4
4.2	Carbon-oxygen lyases	enzyme_commission	2
1.1.1.25	Shikimate dehydrogenase	enzyme_commission	4
2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	enzyme_commission	4
6.5.1	Ligases that form phosphoric-ester bonds	enzyme_commission	3
6.5.1.4	RNA-3'-phosphate cyclase	enzyme_commission	4
1.1	Acting on the CH-OH group of donors	enzyme_commission	2
4.2.3.4	3-dehydroquinate synthase	enzyme_commission	4
4.2.1	Hydro-lyases	enzyme_commission	3
6.5	Forming phosphoric ester bonds	enzyme_commission	2
4.2.1.10	3-dehydroquinate dehydratase	enzyme_commission	4
2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	enzyme_commission	4
2.7.1	Phosphotransferases with an alcohol group as accep	enzyme_commission	3
1.1.1	With NAD(+) or NADP(+) as acceptor	enzyme_commission	3
2.7.11.2	[Pyruvate dehydrogenase (acetyl-transferring)] kin	enzyme_commission	4
1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	enzyme_commission	4
1.2.4	With a disulfide as acceptor	enzyme_commission	3
2.2	Transferring aldehyde or ketone residues	enzyme_commission	2
1.2	Acting on the aldehyde or oxo group of donors	enzyme_commission	2
2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase	enzyme_commission	4
1.2.7	With an iron-sulfur protein as acceptor	enzyme_commission	3
2.2.1	Transketolases and transaldolases	enzyme_commission	3
2.2.1.1	Transketolase	enzyme_commission	4
1.14.18	With another compound as one donor, and incorporat	enzyme_commission	3
1.14.18.1	Monophenol monooxygenase	enzyme_commission	4
1.14	Acting on paired donors, with incorporation or red	enzyme_commission	2
2.7.7.65	Diguanylate cyclase	enzyme_commission	4
1.14.12.17	Nitric oxide dioxygenase	enzyme_commission	4
2.7.7	Nucleotidyltransferases	enzyme_commission	3
1.14.12	With NADH or NADPH as one donor, and incorporation	enzyme_commission	3
2.3	Acyltransferases	enzyme_commission	2
2.3.1.101	Formylmethanofuran--tetrahydromethanopterin N-form	enzyme_commission	4
2.3.1	Transferring groups other than amino-acyl groups	enzyme_commission	3
2.7.11.1	Non-specific serine/threonine protein kinase	enzyme_commission	4
3.4	Acting on peptide bonds (peptide hydrolases)	enzyme_commission	2
3.4.22	Cysteine endopeptidases	enzyme_commission	3
3.4.22.36	Caspase-1	enzyme_commission	4
1.6.5	With a quinone or similar compound as acceptor	enzyme_commission	3
1.6.5.3	NADH:ubiquinone reductase (H(+)-translocating)	enzyme_commission	4
1.12	Acting on hydrogen as donor	enzyme_commission	2
1.6	Acting on NADH or NADPH	enzyme_commission	2
1.6.99	With other acceptors	enzyme_commission	3
1.6.99.5	NADH dehydrogenase (quinone)	enzyme_commission	4
3.2.1.3	Glucan 1,4-alpha-glucosidase	enzyme_commission	4
3.2.1.41	Pullulanase	enzyme_commission	4
4.2.2	Acting on polysaccharides	enzyme_commission	3
3.2.1.1	Alpha-amylase	enzyme_commission	4
4.2.2.23	Rhamnogalacturonan endolyase	enzyme_commission	4
2.4.1.19	Cyclomaltodextrin glucanotransferase	enzyme_commission	4
1.9	Acting on a heme group of donors	enzyme_commission	2
3.1.1	Carboxylic ester hydrolases	enzyme_commission	3
3.1.1.5	Lysophospholipase	enzyme_commission	4
2.7.11.12	cGMP-dependent protein kinase	enzyme_commission	4
2.7.11.18	[Myosin light-chain] kinase	enzyme_commission	4
1.11.1.7	Peroxidase	enzyme_commission	4
1.11	Acting on a peroxide as acceptor	enzyme_commission	2
1.11.1	Peroxidases	enzyme_commission	3
2.7.10.1	Receptor protein-tyrosine kinase	enzyme_commission	4
3.1.3.48	Protein-tyrosine-phosphatase	enzyme_commission	4
3.1.3	Phosphoric monoester hydrolases	enzyme_commission	3
4.2.1.49	Urocanate hydratase	enzyme_commission	4
1.14.11.4	Procollagen-lysine 5-dioxygenase	enzyme_commission	4
2.7.7.13	Mannose-1-phosphate guanylyltransferase	enzyme_commission	4
2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltrans	enzyme_commission	4
2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase	enzyme_commission	4
1.14.11	With 2-oxoglutarate as one donor, and incorporatio	enzyme_commission	3
2.4.1.175	acetylgalactosaminyltransferase	enzyme_commission	4
2.4.1.16	Chitin synthase	enzyme_commission	4
2.4.1.228	Lactosylceramide 4-alpha-galactosyltransferase	enzyme_commission	4
2.4.1.38	Beta-N-acetylglucosaminylglycopeptide beta-1,4-gal	enzyme_commission	4
4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synth	enzyme_commission	4
2.4.1.22	Lactose synthase	enzyme_commission	4
2.7.7.68	2-phospho-L-lactate guanylyltransferase	enzyme_commission	4
4.6.1	Phosphorus-oxygen lyases	enzyme_commission	3
2.4.1.226	N-acetylgalactosaminyl-proteoglycan 3-beta-glucuro	enzyme_commission	4
5.4.99	Transferring other groups	enzyme_commission	3
2.4.1.12	Cellulose synthase (UDP-forming)	enzyme_commission	4
5.3.1.8	Mannose-6-phosphate isomerase	enzyme_commission	4
5.3.1	Interconverting aldoses and ketoses, and related c	enzyme_commission	3
2.4.1.90	N-acetyllactosamine synthase	enzyme_commission	4
4.6	Phosphorus-oxygen lyases	enzyme_commission	2
2.7.7.27	Glucose-1-phosphate adenylyltransferase	enzyme_commission	4
5.4.99.30	UDP-arabinopyranose mutase	enzyme_commission	4
2.4.1.225	N-acetylglucosaminyl-proteoglycan 4-beta-glucurono	enzyme_commission	4
2.4.1.41	Polypeptide N-acetylgalactosaminyltransferase	enzyme_commission	4
5.3	Intramolecular oxidoreductases	enzyme_commission	2
2.4.1.212	Hyaluronan synthase	enzyme_commission	4
2.4.1.186	Glycogenin glucosyltransferase	enzyme_commission	4
2.4.1.87	N-acetyllactosaminide 3-alpha-galactosyltransferas	enzyme_commission	4
2.7.8.30	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabi	enzyme_commission	4
2.4.1.135	Galactosylgalactosylxylosylprotein 3-beta-glucuron	enzyme_commission	4
2.4.1.80	Ceramide glucosyltransferase	enzyme_commission	4
2.4.1.101	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglu	enzyme_commission	4
2.7.7.43	N-acylneuraminate cytidylyltransferase	enzyme_commission	4
2.7.7.23	UDP-N-acetylglucosamine diphosphorylase	enzyme_commission	4
2.3.1.157	Glucosamine-1-phosphate N-acetyltransferase	enzyme_commission	4
2.4.1.83	Dolichyl-phosphate beta-D-mannosyltransferase	enzyme_commission	4
2.4.1.117	Dolichyl-phosphate beta-glucosyltransferase	enzyme_commission	4
2.7.7.24	Glucose-1-phosphate thymidylyltransferase	enzyme_commission	4
2.4.1.50	Procollagen galactosyltransferase	enzyme_commission	4
2.7.7.38	3-deoxy-manno-octulosonate cytidylyltransferase	enzyme_commission	4
2.4.1.223	acetylglucosaminyltransferase	enzyme_commission	4
2.4.1.224	acetylglucosaminyltransferase	enzyme_commission	4
2.7.7.64	UTP-monosaccharide-1-phosphate uridylyltransferase	enzyme_commission	4
2.7.8	Transferases for other substituted phosphate group	enzyme_commission	3
2.7.13	Protein-histidine kinases	enzyme_commission	3
3.5.1.88	Peptide deformylase	enzyme_commission	4
4.2.2.1	Hyaluronate lyase	enzyme_commission	4
1.8	Acting on a sulfur group of donors	enzyme_commission	2
2.1.1.57	mRNA (nucleoside-2'-O-)-methyltransferase	enzyme_commission	4
3.6.1	In phosphorous-containing anhydrides	enzyme_commission	3
2.3.2	Aminoacyltransferases	enzyme_commission	3
3.6.4	Acting on acid anhydrides; involved in cellular an	enzyme_commission	3
1.8.3.1	Sulfite oxidase	enzyme_commission	4
2.1.1.56	mRNA (guanine-N(7)-)-methyltransferase	enzyme_commission	4
1.7	Acting on other nitrogenous compounds as donors	enzyme_commission	2
1.7.1	With NAD(+) or NADP(+) as acceptor	enzyme_commission	3
3.4.21.90	Togavirin	enzyme_commission	4
1.8.3	With oxygen as acceptor	enzyme_commission	3
3.4.21	Serine endopeptidases	enzyme_commission	3
3.4.21.91	Flavivirin	enzyme_commission	4
3.2.1.68	Isoamylase	enzyme_commission	4
3.6.1.15	Nucleoside-triphosphatase	enzyme_commission	4
1.7.1.3	Nitrate reductase (NADPH)	enzyme_commission	4
3.6.4.13	RNA helicase	enzyme_commission	4
2.4.1.18	1,4-alpha-glucan branching enzyme	enzyme_commission	4
2.3.2.13	Protein-glutamine gamma-glutamyltransferase	enzyme_commission	4
1.7.1.1	Nitrate reductase (NADH)	enzyme_commission	4
3.6	Acting on acid anhydrides	enzyme_commission	2
2.7.7.48	RNA-directed RNA polymerase	enzyme_commission	4
3.2.1.141	4-alpha-D-((1->4)-alpha-D-glucano)trehalose trehal	enzyme_commission	4
2.3.1.176	Propanoyl-CoA C-acyltransferase	enzyme_commission	4
3.6.5.5	Dynamin GTPase	enzyme_commission	4
2.7.11.15	[Beta-adrenergic-receptor] kinase	enzyme_commission	4
2.7.1.107	Diacylglycerol kinase	enzyme_commission	4
3.6.5	Acting on GTP; involved in cellular and subcellula	enzyme_commission	3
3.1.3.64	Phosphatidylinositol-3-phosphatase	enzyme_commission	4
2.4.1.173	Sterol 3-beta-glucosyltransferase	enzyme_commission	4
2.7.11.13	Protein kinase C	enzyme_commission	4
6.5.1.1	DNA ligase (ATP)	enzyme_commission	4
1.3.99.10	Isovaleryl-CoA dehydrogenase	enzyme_commission	4
1.3.8.1	Butyryl-CoA dehydrogenase	enzyme_commission	4
1.3.8	With a flavin as acceptor	enzyme_commission	3
1.3.3.6	Acyl-CoA oxidase	enzyme_commission	4
1.3	Acting on the CH-CH group of donors	enzyme_commission	2
1.3.99.3	Acyl-CoA dehydrogenase	enzyme_commission	4
1.14.14.9	4-hydroxyphenylacetate 3-monooxygenase	enzyme_commission	4
1.14.14	With reduced flavin or flavoprotein as one donor, 	enzyme_commission	3
1.3.99	With other acceptors	enzyme_commission	3
1.3.3	With oxygen as acceptor	enzyme_commission	3
3.1.27.9	tRNA-intron endonuclease	enzyme_commission	4
3.1.27	Endoribonucleases producing other than 5'-phosphom	enzyme_commission	3
3.2.1.78	Mannan endo-1,4-beta-mannosidase	enzyme_commission	4
3.2.1.91	Cellulose 1,4-beta-cellobiosidase (non-reducing en	enzyme_commission	4
3.2.1.4	Cellulase	enzyme_commission	4
2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase	enzyme_commission	4
2.3.1.42	Glycerone-phosphate O-acyltransferase	enzyme_commission	4
2.3.1.67	1-alkylglycerophosphocholine O-acetyltransferase	enzyme_commission	4
6.2	Forming carbon-sulfur bonds	enzyme_commission	2
2.3.1.23	1-acylglycerophosphocholine O-acyltransferase	enzyme_commission	4
2.3.1.40	Acyl-[acyl-carrier-protein]--phospholipid O-acyltr	enzyme_commission	4
2.3.1.15	Glycerol-3-phosphate O-acyltransferase	enzyme_commission	4
6.2.1.20	Long-chain-fatty-acid--[acyl-carrier-protein] liga	enzyme_commission	4
6.2.1	Acid--thiol ligases	enzyme_commission	3
3.5.3	In linear amidines	enzyme_commission	3
1.7.2.4	Nitrous-oxide reductase	enzyme_commission	4
1.7.2.1	Nitrite reductase (NO-forming)	enzyme_commission	4
1.10.3	With oxygen as acceptor	enzyme_commission	3
3.5.3.15	Protein-arginine deiminase	enzyme_commission	4
1.10	Acting on diphenols and related substances as dono	enzyme_commission	2
1.10.3.2	Laccase	enzyme_commission	4
1.7.2	With a cytochrome as acceptor	enzyme_commission	3
3.1.3.11	Fructose-bisphosphatase	enzyme_commission	4
3.1.3.57	Inositol-1,4-bisphosphate 1-phosphatase	enzyme_commission	4
3.1.3.37	Sedoheptulose-bisphosphatase	enzyme_commission	4
3.1.3.25	Inositol-phosphate phosphatase	enzyme_commission	4
3.1.3.7	3'(2'),5'-bisphosphate nucleotidase	enzyme_commission	4
3.1.1.26	Galactolipase	enzyme_commission	4
3.1.1.34	Lipoprotein lipase	enzyme_commission	4
1.13.11.12	Linoleate 13S-lipoxygenase	enzyme_commission	4
1.13	Acting on single donors with incorporation of mole	enzyme_commission	2
1.13.11.33	Arachidonate 15-lipoxygenase	enzyme_commission	4
1.13.11.58	Linoleate 9S-lipoxygenase	enzyme_commission	4
3.1.1.3	Triacylglycerol lipase	enzyme_commission	4
1.13.11	With incorporation of two atoms of oxygen	enzyme_commission	3
3.1.4.3	Phospholipase C	enzyme_commission	4
1.13.11.31	Arachidonate 12-lipoxygenase	enzyme_commission	4
2.7.1.31	Glycerate kinase	enzyme_commission	4
3.5.1.9	Arylformamidase	enzyme_commission	4
1.3.5	With a quinone or related compound as acceptor	enzyme_commission	3
1.3.99.1	Succinate dehydrogenase	enzyme_commission	4
1.3.5.1	Succinate dehydrogenase (ubiquinone)	enzyme_commission	4
1.4.3	With oxygen as acceptor	enzyme_commission	3
1.4	Acting on the CH-NH(2) group of donors	enzyme_commission	2
1.4.3.16	L-aspartate oxidase	enzyme_commission	4
3.6.4.12	DNA helicase	enzyme_commission	4
2.7.11.17	Calcium/calmodulin-dependent protein kinase	enzyme_commission	4
5.2	Cis-trans-isomerases	enzyme_commission	2
1.6.3	With a oxygen as acceptor	enzyme_commission	3
1.1.5	With a quinone or similar compound as acceptor	enzyme_commission	3
3.4.22.54	Calpain-3	enzyme_commission	4
2.2.1.2	Transaldolase	enzyme_commission	4
5.2.1	Cis-trans Isomerases	enzyme_commission	3
3.4.21.105	Rhomboid protease	enzyme_commission	4
1.1.5.3	Glycerol-3-phosphate dehydrogenase	enzyme_commission	4
5.2.1.8	Peptidylprolyl isomerase	enzyme_commission	4
3.4.22.53	Calpain-2	enzyme_commission	4
3.1.3.16	Phosphoprotein phosphatase	enzyme_commission	4
3.4.22.52	Calpain-1	enzyme_commission	4
1.3.1.9	Enoyl-[acyl-carrier-protein] reductase (NADH)	enzyme_commission	4
2.3.1.41	Beta-ketoacyl-acyl-carrier-protein synthase I	enzyme_commission	4
3.1.2.14	Oleoyl-[acyl-carrier-protein] hydrolase	enzyme_commission	4
2.3.1.85	Fatty-acid synthase	enzyme_commission	4
2.3.1.86	Fatty-acyl-CoA synthase	enzyme_commission	4
2.3.1.39	[Acyl-carrier-protein] S-malonyltransferase	enzyme_commission	4
1.3.1.10	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-s	enzyme_commission	4
1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	enzyme_commission	4
3.1.2	Thiolester hydrolases	enzyme_commission	3
1.3.1	With NAD(+) or NADP(+) as acceptor	enzyme_commission	3
4.2.1.61	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydrat	enzyme_commission	4
2.3.1.38	[Acyl-carrier-protein] S-acetyltransferase	enzyme_commission	4
5.99	Other isomerases	enzyme_commission	2
5.99.1	Sole sub-subclass for isomerases that do not belon	enzyme_commission	3
5.99.1.2	DNA topoisomerase	enzyme_commission	4
3.5.2.7	Imidazolonepropionase	enzyme_commission	4
3.5.4	In cyclic amidines	enzyme_commission	3
3.5.1.5	Urease	enzyme_commission	4
3.5.4.3	Guanine deaminase	enzyme_commission	4
3.5.4.2	Adenine deaminase	enzyme_commission	4
3.5.4.31	S-methyl-5'-thioadenosine deaminase	enzyme_commission	4
3.5.2	In cyclic amides	enzyme_commission	3
3.5.4.28	S-adenosylhomocysteine deaminase	enzyme_commission	4
3.5.1.25	N-acetylglucosamine-6-phosphate deacetylase	enzyme_commission	4
5.4.2.1	Phosphoglycerate mutase	enzyme_commission	4
2.7.7.59	[Protein-PII] uridylyltransferase	enzyme_commission	4
2.7.7.42	[Glutamate--ammonia-ligase] adenylyltransferase	enzyme_commission	4
3.2.1.23	Beta-galactosidase	enzyme_commission	4
2.4.1.25	4-alpha-glucanotransferase	enzyme_commission	4
2.4.1.n5	Starch synthase (maltosyl-transferring)	enzyme_commission	4
3.2.1.58	Glucan 1,3-beta-glucosidase	enzyme_commission	4
3.2.1.85	6-phospho-beta-galactosidase	enzyme_commission	4
3.2.1.21	Beta-glucosidase	enzyme_commission	4
2.4.1.5	Dextransucrase	enzyme_commission	4
3.2.1.39	Glucan endo-1,3-beta-D-glucosidase	enzyme_commission	4
2.4.1.82	Galactinol--sucrose galactosyltransferase	enzyme_commission	4
3.2.1.52	Beta-N-acetylhexosaminidase	enzyme_commission	4
3.2.1.20	Alpha-glucosidase	enzyme_commission	4
3.1.3.2	Acid phosphatase	enzyme_commission	4
2.5.1.17	Cob(I)yrinic acid a,c-diamide adenosyltransferase	enzyme_commission	4
3.6.1.9	Nucleotide diphosphatase	enzyme_commission	4
3.1.4.1	Phosphodiesterase I	enzyme_commission	4
1.1.1.22	UDP-glucose 6-dehydrogenase	enzyme_commission	4
1.1.1.132	GDP-mannose 6-dehydrogenase	enzyme_commission	4
1.1.1.n3	UDP-N-acetyl-D-mannosamine dehydrogenase	enzyme_commission	4
4.1.1.20	Diaminopimelate decarboxylase	enzyme_commission	4
4.1.1.17	Ornithine decarboxylase	enzyme_commission	4
4.1.1.19	Arginine decarboxylase	enzyme_commission	4
5.1.1	Acting on amino acids and derivatives	enzyme_commission	3
5.1.1.1	Alanine racemase	enzyme_commission	4
2.4.2.21	Nicotinate-nucleotide--dimethylbenzimidazole phosp	enzyme_commission	4
2.4.2	Pentosyltransferases	enzyme_commission	3
6.5.1.2	DNA ligase (NAD(+))	enzyme_commission	4
3.4.21.68	T-plasminogen activator	enzyme_commission	4
1.17.4.1	Ribonucleoside-diphosphate reductase	enzyme_commission	4
1.17.4	With a disulfide as acceptor	enzyme_commission	3
3.1.26.5	Ribonuclease P	enzyme_commission	4
3.1.26	Endoribonucleases producing 5'-phosphomonoesters	enzyme_commission	3
2.7.1.160	2'-phosphotransferase	enzyme_commission	4
2.4.2.36	NAD(+)--diphthamide ADP-ribosyltransferase	enzyme_commission	4
2.4.2.30	NAD(+) ADP-ribosyltransferase	enzyme_commission	4
2.7.1.67	1-phosphatidylinositol 4-kinase	enzyme_commission	4
2.4.2.31	NAD(+)--protein-arginine ADP-ribosyltransferase	enzyme_commission	4
2.7.7.7	DNA-directed DNA polymerase	enzyme_commission	4
5.3.99	Other intramolecular oxidoreductases	enzyme_commission	3
5.3.99.2	Prostaglandin-D synthase	enzyme_commission	4
2.7.4.1	Polyphosphate kinase	enzyme_commission	4
2.7.4	Phosphotransferases with a phosphate group as acce	enzyme_commission	3
4.2.99	Other carbon-oxygen lyases	enzyme_commission	3
4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase	enzyme_commission	4
3.2.2	Hydrolyzing N-glycosyl compounds	enzyme_commission	3
3.2.2.23	DNA-formamidopyrimidine glycosylase	enzyme_commission	4
2.7.1.21	Thymidine kinase	enzyme_commission	4
3.4.22.44	Nuclear-inclusion-a endopeptidase	enzyme_commission	4
3.4.23.47	HIV-2 retropepsin	enzyme_commission	4
3.4.21.98	Hepacivirin	enzyme_commission	4
3.1.26.13	Retroviral ribonuclease H	enzyme_commission	4
3.4.22.45	Helper-component proteinase	enzyme_commission	4
2.7.7.49	RNA-directed DNA polymerase	enzyme_commission	4
3.4.22.28	Picornain 3C	enzyme_commission	4
3.1.3.33	Polynucleotide 5'-phosphatase	enzyme_commission	4
3.4.22.66	Calicivirin	enzyme_commission	4
3.4.22.29	Picornain 2A	enzyme_commission	4
3.4.19	Omega peptidases	enzyme_commission	3
3.4.23.16	HIV-1 retropepsin	enzyme_commission	4
3.1.13	Exoribonucleases producing 5'-phosphomonoesters	enzyme_commission	3
3.1.26.4	Ribonuclease H	enzyme_commission	4
3.1.13.2	Exoribonuclease H	enzyme_commission	4
3.4.23	Aspartic endopeptidases	enzyme_commission	3
3.4.19.12	Ubiquitinyl hydrolase 1	enzyme_commission	4
3.4.21.113	Pestivirus NS3 polyprotein peptidase	enzyme_commission	4
5.3.4	Transposing S-S bonds	enzyme_commission	3
5.2.1.2	Maleylacetoacetate isomerase	enzyme_commission	4
1.8.1	With NAD(+) or NADP(+) as acceptor	enzyme_commission	3
1.8.5.1	Glutathione dehydrogenase (ascorbate)	enzyme_commission	4
1.11.1.12	Phospholipid-hydroperoxide glutathione peroxidase	enzyme_commission	4
1.8.1.8	Protein-disulfide reductase	enzyme_commission	4
1.8.5	With a quinone or similar compound as acceptor	enzyme_commission	3
4.5	Carbon-halide lyases	enzyme_commission	2
2.5.1.18	Glutathione transferase	enzyme_commission	4
1.11.1.20	Prostamide/prostaglandin F(2-alpha) synthase	enzyme_commission	4
1.11.1.15	Peroxiredoxin	enzyme_commission	4
1.97.1	Sole sub-subclass for oxidoreductases that do not 	enzyme_commission	3
1.97.1.11	Thyroxine 5-deiodinase	enzyme_commission	4
1.6.99.3	NADH dehydrogenase	enzyme_commission	4
1.20	Acting on phosphorus or arsenic in donors	enzyme_commission	2
1.97	Other oxidoreductases	enzyme_commission	2
1.11.1.9	Glutathione peroxidase	enzyme_commission	4
1.8.3.2	Thiol oxidase	enzyme_commission	4
1.20.4	With disulfide as acceptor	enzyme_commission	3
1.97.1.10	Thyroxine 5'-deiodinase	enzyme_commission	4
3.6.1.23	dUTP diphosphatase	enzyme_commission	4
3.4.13.9	Xaa-Pro dipeptidase	enzyme_commission	4
3.4.11	Aminopeptidases	enzyme_commission	3
3.4.11.9	Xaa-Pro aminopeptidase	enzyme_commission	4
3.4.13	Dipeptidases	enzyme_commission	3
4.2.1.75	Uroporphyrinogen-III synthase	enzyme_commission	4
2.5.1.6	Methionine adenosyltransferase	enzyme_commission	4
2.5.1.46	Deoxyhypusine synthase	enzyme_commission	4
1.6.1	With NAD(+) or NADP(+) as acceptor	enzyme_commission	3
4.1.1.1	Pyruvate decarboxylase	enzyme_commission	4
2.2.1.6	Acetolactate synthase	enzyme_commission	4
3.7	Acting on carbon-carbon bonds	enzyme_commission	2
1.6.1.2	NAD(P)(+) transhydrogenase (AB-specific)	enzyme_commission	4
3.7.1.n2	3,5/4-trihydroxycyclohexa-1,2-dione hydrolase	enzyme_commission	4
3.7.1	In ketonic substances	enzyme_commission	3
2.2.1.9	synthase	enzyme_commission	4
4.3.2	Lyases acting on amides, amidines, etc	enzyme_commission	3
4.3	Carbon-nitrogen lyases	enzyme_commission	2
4.3.2.5	Peptidylamidoglycolate lyase	enzyme_commission	4
1.14.17.3	Peptidylglycine monooxygenase	enzyme_commission	4
1.14.17	With reduced ascorbate as one donor, and incorpora	enzyme_commission	3
3.1.1.61	Protein-glutamate methylesterase	enzyme_commission	4
4.2.3.n14	2-methylisoborneol synthase	enzyme_commission	4
5.5.1.13	Ent-copalyl diphosphate synthase	enzyme_commission	4
2.5.1.91	All-trans-decaprenyl-diphosphate synthase	enzyme_commission	4
2.5.1.96	4,4'-diapophytoene synthase	enzyme_commission	4
5.5.1	Intramolecular lyases	enzyme_commission	3
4.2.3.47	Beta-farnesene synthase	enzyme_commission	4
4.2.3.6	Trichodiene synthase	enzyme_commission	4
5.5.1.12	Copalyl diphosphate synthase	enzyme_commission	4
4.2.3.61	5-epiaristolochene synthase	enzyme_commission	4
5.5.1.19	Lycopene beta-cyclase	enzyme_commission	4
2.5.1.10	(2E,6E)-farnesyl diphosphate synthase	enzyme_commission	4
4.2.3.15	Myrcene synthase	enzyme_commission	4
5.5	Intramolecular lyases	enzyme_commission	2
2.5.1.1	Dimethylallyltranstransferase	enzyme_commission	4
4.2.3.13	(+)-delta-cadinene synthase	enzyme_commission	4
2.5.1.21	Squalene synthase	enzyme_commission	4
2.5.1.32	Phytoene synthase	enzyme_commission	4
