Feature_id	Term_id	Score
51011	HP:0003674	1.41
51011	HP:0011007	0.37
56645	HP:0003674	1.22
56645	HP:0011007	0.32
51445,51011	HP:0003674	1.41
51445,51011	HP:0011007	0.37
52540,52540,52540	HP:0003674	1.22
52540,52540,52540	HP:0011007	0.32
48065	HP:0003674	1.73
48065	HP:0011007	0.46
69179,69179,69179	HP:0003674	1.22
69179,69179,69179	HP:0011007	0.32
52777	HP:0000007	2.01
50998	HP:0000007	1.83
64268	HP:0000007	1.42
141072,141072	HP:0000007	1.42
48726,48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0000007	1.42
57567	HP:0000007	1.83
69687	HP:0000007	1.42
51246	HP:0000007	1.64
57424,57424,57424,57424,57424,57424,57424,57424	HP:0000007	1.42
51230,47005,52777	HP:0000007	1.42
49899,49899,49899,49899	HP:0000007	1.42
48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0000007	1.42
49410,50242	HP:0000007	1.42
141072,141072,141072	HP:0000007	1.42
82109,82109,100909	HP:0000006	1.96
51182	HP:0000007	1.42
48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0000007	1.42
46458	HP:0000006	2.99
57501	HP:0001426	7.56
101447	HP:0000006	1.96
54211	HP:0000007	2.17
109640	HP:0010985	5.92
109640	HP:0001417	0.25
50729,56112	HP:0000006	1.96
47005,52777	HP:0000007	1.42
75399,75399	HP:0000007	1.42
54862	HP:0000007	1.42
52440,56059,51246	HP:0000007	1.64
52540,50447	HP:0000007	1.42
46579,64593	HP:0000006	1.96
47005	HP:0000007	1.42
57184,52058	HP:0000007	1.83
55785	HP:0000006	2.26
63825,57196	HP:0000007	1.42
75399	HP:0000007	1.42
74650	HP:0000007	1.42
56176	HP:0000007	1.64
55486,82895	HP:0000007	1.83
46966,47473	HP:0000006	2.26
82109,100909	HP:0000006	1.96
53448	HP:0000007	2.99
57424,57424,50494	HP:0000007	1.42
52540,90123	HP:0000006	2.53
47454	HP:0000006	1.96
48726,48726,48726,48726,48726,48726,48726,48726	HP:0000007	1.64
50978,50978	HP:0000007	1.42
57424,50494	HP:0000007	1.42
81837	HP:0000007	1.64
48557	HP:0000007	1.42
55804	HP:0000007	1.42
49899,49899,49899,49899,49899	HP:0000007	1.42
51230	HP:0000007	2.32
53300,53300	HP:0000006	2.53
57184,57196,57184	HP:0000006	2.26
101912,103575	HP:0000006	1.96
49899,57196,49899	HP:0000007	1.42
82671	HP:0000007	1.83
56645	HP:0000007	2.46
101898	HP:0000007	1.42
49562,49562	HP:0000007	1.42
103473,100895	HP:0000007	1.42
50985	HP:0000007	1.42
49899,57196	HP:0000007	1.42
55856	HP:0000007	1.42
57196,63825,57196	HP:0000007	1.42
52058,57184	HP:0000007	1.83
57667,57667,57667,57667,57667,57667	HP:0010985	4.32
57667,57667,57667,57667,57667,57667	HP:0001417	0.25
100895	HP:0000007	2.72
52283	HP:0000007	1.64
56112,55073	HP:0000007	1.42
46579	HP:0000006	2.53
57667,57667,57667,57667,57667,57667,57667	HP:0010985	4.98
57667,57667,57667,57667,57667,57667,57667	HP:0001417	0.25
57535,57535,57535,57535,57535,57535,57535	HP:0000007	1.42
52151	HP:0000007	1.64
56366	HP:0000006	2.26
100950	HP:0000007	1.83
52283,51735	HP:0000007	1.64
46966,46966,46966,47473	HP:0000006	2.26
56300	HP:0000007	1.64
46966,46966,46966,46966,47473	HP:0000006	2.26
56645,47203	HP:0000007	2.46
51445	HP:0000007	2.88
47203	HP:0000007	2.46
53474,49723	HP:0000007	1.42
51230,47005	HP:0000007	1.42
52096	HP:0000007	2.01
56059,51246	HP:0000007	1.64
56487,50494	HP:0000007	1.42
82171	HP:0000007	1.42
48592	HP:0000007	1.83
90123,52540,90123	HP:0000006	2.53
57610	HP:0000007	1.83
64593	HP:0001425	5.58
64593	HP:0000006	5.55
46966,46966,47473	HP:0000006	2.26
48350	HP:0001428	5.71
51569	HP:0000007	2.01
57535,57535,57535,57535,57535,57535	HP:0000007	1.42
118220	HP:0000006	1.96
46689	HP:0000006	4.16
49764	HP:0000006	2.26
49899,49899	HP:0000007	2.32
57667,57667,57667,57667,57667	HP:0010985	4.83
57667,57667,57667,57667,57667	HP:0001417	0.29
141072,141072,141072,141072,141072	HP:0000007	1.42
48113	HP:0000007	1.64
57196,57196,90193	HP:0000006	1.96
82109,82109	HP:0000006	1.96
100909	HP:0000006	1.96
47686	HP:0000007	1.42
57196,69687	HP:0000007	1.42
57196,57196,69687	HP:0000007	1.42
48576	HP:0000007	1.42
109993	HP:0000007	1.42
47454,57959	HP:0000006	1.96
57196,90193	HP:0000006	1.96
101912	HP:0000006	1.96
141072	HP:0000007	1.83
52540,90123,52540	HP:0000006	2.53
48097	HP:0000006	2.26
52058,57184,52058	HP:0000007	1.83
49854,57424	HP:0000007	1.64
52777,52777	HP:0000007	1.42
64593,64593	HP:0000006	3.2
50729,81837	HP:0000007	1.42
52091	HP:0000007	1.64
57184,52058,57184	HP:0000007	1.42
141072,141072,141072,141072	HP:0000007	1.42
90123,52540,90123,52540	HP:0000006	2.53
51197	HP:0010985	4.32
48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0000007	1.64
52113	HP:0000007	1.64
49899,49899,49899	HP:0000007	1.83
57196,63825	HP:0000007	1.64
52058,57184,52058,57184	HP:0000007	1.42
48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0000007	1.42
57667,57667,57667,57667	HP:0010985	4.62
57667,57667,57667,57667	HP:0001417	0.32
47862	HP:0000007	1.42
55874	HP:0000007	1.42
57196,57184	HP:0001633	0.66
57196,57184	HP:0001646	1.98
57196,57184	HP:0000593	5.98
57196,57184	HP:0001629	0.39
57196,57184	HP:0010438	2.17
57667,57667,57667,57667,57667,57667,57667,57667	HP:0000707	1.29
57424,57424,57424,57184	HP:0000606	2.03
57424,57424,57424,57184	HP:0004328	1.44
57424,57424,57424,57184	HP:0012372	0.9
57424,57424,57424,57184	HP:0000234	0.21
57424,57424,57424,57184	HP:0000492	1.13
57424,57424,57424,57184	HP:0000271	0.55
57424,57424,57424,57184	HP:0001574	1.98
57424,57424,57424,57184	HP:0000152	1.71
57424,57424,57424,57184	HP:0000478	1.79
57424,57424,57424,57184	HP:0000284	1.66
57424,57424,57424,57184	HP:0012374	0.34
47031,50729	HP:0001751	4.35
47031,50729	HP:0002321	1.28
49313,49313,49313,49313,49313,49313	HP:0000662	2.89
57196,57581,57196	HP:0006705	4.28
57196,57581,57196	HP:0001654	3.02
57196,57581,57196	HP:0011729	0.9
57196,57581,57196	HP:0001760	0.79
57196,57581,57196	HP:0001507	2.22
57196,57581,57196	HP:0001626	2.25
57196,57581,57196	HP:0000478	1.79
57196,57581,57196	HP:0011842	0.31
57196,57581,57196	HP:0001633	0.57
57196,57581,57196	HP:0000545	0.92
57196,57581,57196	HP:0001713	2.47
57196,57581,57196	HP:0000924	1.7
57196,57581,57196	HP:0011297	1.29
57196,57581,57196	HP:0001780	2.08
57196,57581,57196	HP:0002814	0.98
57196,57581,57196	HP:0000539	3.26
57196,57581,57196	HP:0012374	0.34
57196,57581,57196	HP:0002011	0.39
57196,57581,57196	HP:0000517	1.25
57196,57581,57196	HP:0012373	1.02
57196,57581,57196	HP:0001627	1.44
57196,57581,57196	HP:0002564	0.29
57196,57581,57196	HP:0011446	0.84
57196,57581,57196	HP:0001671	2.3
57196,57581,57196	HP:0001367	1.75
57196,57581,57196	HP:0012372	0.9
57196,57581,57196	HP:0000002	1.45
57196,57581,57196	HP:0004328	1.44
57196,57581,57196	HP:0001629	0.3
57196,57581,57196	HP:0009115	2.31
57196,57581,57196	HP:0001083	5.52
57196,57581,57196	HP:0010438	1.68
57196,57581,57196	HP:0002813	0.15
57196,57581,57196	HP:0011844	1.3
57196,57581,57196	HP:0000707	1.29
57196,57581,57196	HP:0001646	1.53
57196,57581,57196	HP:0100543	0.65
57196,57581,57196	HP:0001376	2.04
81324,81296	HP:0003011	2.7
81324,81296	HP:0000598	3.12
81324,81296	HP:0002011	0.5
81324,81296	HP:0011446	1.09
81324,81296	HP:0000707	1.66
81324,81296	HP:0100543	0.84
57196,57184,57184,57196	HP:0011927	2.09
57196,57184,57184,57196	HP:0001654	3.49
57196,57184,57184,57196	HP:0001626	2.6
57196,57184,57184,57196	HP:0006494	2.93
57196,57184,57184,57196	HP:0001831	2.3
57196,57184,57184,57196	HP:0001633	0.57
57196,57184,57184,57196	HP:0000545	0.92
57196,57184,57184,57196	HP:0006493	2.88
57196,57184,57184,57196	HP:0000553	3.48
57196,57184,57184,57196	HP:0000539	3.26
57196,57184,57184,57196	HP:0001156	1.01
57196,57184,57184,57196	HP:0000525	2.77
57196,57184,57184,57196	HP:0001627	1.66
57196,57184,57184,57196	HP:0002564	0.33
57196,57184,57184,57196	HP:0001991	2.73
57196,57184,57184,57196	HP:0001629	0.3
57196,57184,57184,57196	HP:0010438	1.68
57196,57184,57184,57196	HP:0001646	1.77
57581,57184,57581	HP:0009116	2.3
57581,57184,57581	HP:0000002	1.45
57581,57184,57581	HP:0009118	0.89
57581,57184,57581	HP:0000234	0.21
57581,57184,57581	HP:0009115	2.31
57581,57184,57581	HP:0000271	0.55
57581,57184,57581	HP:0000924	1.7
57581,57184,57581	HP:0009122	2.46
57581,57184,57581	HP:0001507	2.22
57581,57184,57581	HP:0011821	1.76
57581,57184,57581	HP:0000152	1.71
57581,57184,57581	HP:0009121	0.88
57581,57184,57581	HP:0003330	3.01
57581,57184,57581	HP:0011842	0.31
57581,57184,57581	HP:0000929	1.42
57581,57184,57581	HP:0000277	0.73
51246	HP:0001943	0.52
51246	HP:0001941	0.52
51246	HP:0003011	2.41
51246	HP:0011015	2.14
51246	HP:0004360	4.21
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002088	0.81
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002795	1.64
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0000924	1.7
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002093	1.91
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0001939	1.76
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002813	0.15
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0011844	1.3
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0000707	1.29
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002817	1.03
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002086	2.59
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0011842	0.31
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0012252	0.53
51230,47005,52777	HP:0007319	1.15
51230,47005,52777	HP:0011804	0.8
51230,47005,52777	HP:0001249	1.79
51230,47005,52777	HP:0001251	1.61
51230,47005,52777	HP:0001252	0.15
51230,47005,52777	HP:0001939	1.76
51230,47005,52777	HP:0011446	0.84
51230,47005,52777	HP:0012443	1.11
51230,47005,52777	HP:0001941	0.52
51230,47005,52777	HP:0002062	1.84
51230,47005,52777	HP:0003011	2.09
51230,47005,52777	HP:0100547	0.88
51230,47005,52777	HP:0003128	1.79
51230,47005,52777	HP:0004360	4.21
51230,47005,52777	HP:0011282	1.58
51230,47005,52777	HP:0011442	1.89
51230,47005,52777	HP:0011443	1.75
51230,47005,52777	HP:0003808	1.33
51230,47005,52777	HP:0002060	0.08
51230,47005,52777	HP:0000707	1.29
51230,47005,52777	HP:0100543	0.65
51230,47005,52777	HP:0002011	0.39
51230,47005,52777	HP:0007256	1.11
48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0000234	0.21
48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0000464	3.67
48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0000271	0.55
48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0000598	2.42
48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0000924	1.7
48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0001574	1.98
48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0002813	0.15
48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0011844	1.3
48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0000707	1.29
48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0001626	2.25
48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0000152	1.71
48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0002011	0.39
48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726,48726	HP:0011842	0.31
50044	HP:0006536	7.33
50044	HP:0100523	10.1
50044	HP:0100658	9.53
50044	HP:0005406	4.43
50044	HP:0001287	1.18
53187	HP:0001574	2.29
53187	HP:0000951	0.85
53098	HP:0002910	4.22
53098	HP:0004374	1.13
82109	HP:0002438	3.65
82109	HP:0000301	5.67
82109	HP:0001270	2.99
82109	HP:0011799	4.77
82109	HP:0002011	0.5
82109	HP:0010827	1.36
82109	HP:0003198	3.25
82109	HP:0002334	0.9
82109	HP:0006824	0.74
82109	HP:0010628	3.58
82109	HP:0000707	1.66
82109	HP:0003560	8.22
57196,57184,57184	HP:0001631	0.35
57196,57184,57184	HP:0002751	4.09
57196,57184,57184	HP:0000517	1.61
57196,57184,57184	HP:0001627	2.04
57196,57184,57184	HP:0002564	0.41
57196,57184,57184	HP:0000768	1.98
57196,57184,57184	HP:0000539	4.21
57196,57184,57184	HP:0004414	0.52
57196,57184,57184	HP:0001633	0.66
57196,57184,57184	HP:0001679	1.47
57196,57184,57184	HP:0011297	1.83
57196,57184,57184	HP:0000268	3.32
57196,57184,57184	HP:0001646	1.98
57196,57184,57184	HP:0009803	0.54
57196,57184,57184	HP:0000545	1.18
57196,57184,57184	HP:0001156	1.16
57196,57184,57184	HP:0000593	7.24
57196,57184,57184	HP:0001643	0.21
57196,57184,57184	HP:0001629	0.39
57196,57184,57184	HP:0010438	2.17
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002088	0.81
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002795	1.64
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0000924	1.7
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002093	1.91
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0001939	1.76
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002813	0.15
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0011844	1.3
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0000707	1.29
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002817	1.03
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002086	2.59
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0011842	0.31
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0012252	0.53
57424,57424	HP:0009553	1.04
57424,57424	HP:0011361	0.39
57424,57424	HP:0004328	2.2
57424,57424	HP:0011001	3.5
57424,57424,57424,57424,57184,63825	HP:0000606	2.03
57424,57424,57424,57424,57184,63825	HP:0004328	1.44
57424,57424,57424,57424,57184,63825	HP:0012372	0.9
57424,57424,57424,57424,57184,63825	HP:0000234	0.21
57424,57424,57424,57424,57184,63825	HP:0000492	1.13
57424,57424,57424,57424,57184,63825	HP:0000271	0.55
57424,57424,57424,57424,57184,63825	HP:0001574	1.98
57424,57424,57424,57424,57184,63825	HP:0000152	1.71
57424,57424,57424,57424,57184,63825	HP:0000478	1.79
57424,57424,57424,57424,57184,63825	HP:0000284	1.66
57424,57424,57424,57424,57184,63825	HP:0012374	0.34
82109,82109,100909	HP:0000707	1.29
82109,82109,100909	HP:0002011	0.39
57196,57196,57581	HP:0001626	2.6
57196,57196,57581	HP:0001633	0.57
57196,57196,57581	HP:0011297	1.49
57196,57196,57581	HP:0001631	0.3
57196,57196,57581	HP:0002778	1.12
57196,57196,57581	HP:0001627	1.66
57196,57196,57581	HP:0002564	0.33
57196,57196,57581	HP:0001367	2.03
57196,57196,57581	HP:0011844	1.5
57196,57196,57581	HP:0001646	1.53
57196,57196,57581	HP:0005607	2.03
57196,57196,57581	HP:0002087	2.34
57196,57196,57581	HP:0011729	1.04
57196,57196,57581	HP:0001760	0.91
57196,57196,57581	HP:0000478	2.06
57196,57196,57581	HP:0011842	0.36
57196,57196,57581	HP:0000545	0.92
57196,57196,57581	HP:0000924	1.97
57196,57196,57581	HP:0001780	2.4
57196,57196,57581	HP:0002814	1.13
57196,57196,57581	HP:0000539	3.26
57196,57196,57581	HP:0012374	0.39
57196,57196,57581	HP:0001671	2.65
57196,57196,57581	HP:0012372	1.04
57196,57196,57581	HP:0001629	0.3
57196,57196,57581	HP:0009115	2.67
57196,57196,57581	HP:0001083	5.52
57196,57196,57581	HP:0002813	0.18
52743	HP:0001939	1.76
46458	HP:0000961	5.7
46458	HP:0001939	2.69
46458	HP:0010472	11.32
46458	HP:0010972	3.06
46458	HP:0001744	1.74
46458	HP:0001971	10.32
46458	HP:0000952	1.75
46458	HP:0011902	8.74
46458	HP:0001930	3.74
46458	HP:0004297	3.14
46458	HP:0001935	3.27
57716,48508	HP:0000818	3.95
57196,57196,57184	HP:0000517	1.76
57196,57196,57184	HP:0000429	0.88
57196,57196,57184	HP:0001626	3.46
57196,57196,57184	HP:0001633	0.57
57196,57196,57184	HP:0000518	0.49
57196,57196,57184	HP:0001646	1.77
57196,57196,57184	HP:0000337	4.25
57196,57196,57184	HP:0000593	6.53
57196,57196,57184	HP:0001629	0.35
57196,57196,57184	HP:0010438	1.94
57196,57196,57184	HP:0003312	1.29
47986	HP:0002585	6.33
47986	HP:0011840	1.67
47986	HP:0006480	5.85
47986	HP:0001697	6.64
47986	HP:0001974	2.06
47986	HP:0001743	4.39
47986	HP:0002829	5.74
47986	HP:0003565	10.08
47986	HP:0011034	8.82
47986	HP:0004370	7.23
47986	HP:0002103	5.13
47986	HP:0003271	3.61
47986	HP:0002633	9.74
47986	HP:0001744	2.75
47986	HP:0001954	2.73
47986	HP:0003496	2.24
47986	HP:0002716	0.8
57196,57581,57196,57196	HP:0006705	4.28
57196,57581,57196,57196	HP:0001654	3.02
57196,57581,57196,57196	HP:0011729	0.9
57196,57581,57196,57196	HP:0001760	0.79
57196,57581,57196,57196	HP:0001507	2.22
57196,57581,57196,57196	HP:0001626	2.25
57196,57581,57196,57196	HP:0000478	1.79
57196,57581,57196,57196	HP:0011842	0.31
57196,57581,57196,57196	HP:0001633	0.57
57196,57581,57196,57196	HP:0000545	0.92
57196,57581,57196,57196	HP:0001713	2.47
57196,57581,57196,57196	HP:0000924	1.7
57196,57581,57196,57196	HP:0011297	1.29
57196,57581,57196,57196	HP:0001780	2.08
57196,57581,57196,57196	HP:0002814	0.98
57196,57581,57196,57196	HP:0000539	3.26
57196,57581,57196,57196	HP:0012374	0.34
57196,57581,57196,57196	HP:0002011	0.39
57196,57581,57196,57196	HP:0000517	1.25
57196,57581,57196,57196	HP:0012373	1.02
57196,57581,57196,57196	HP:0001627	1.44
57196,57581,57196,57196	HP:0002564	0.29
57196,57581,57196,57196	HP:0011446	0.84
57196,57581,57196,57196	HP:0001671	2.3
57196,57581,57196,57196	HP:0001367	1.75
57196,57581,57196,57196	HP:0012372	0.9
57196,57581,57196,57196	HP:0000002	1.45
57196,57581,57196,57196	HP:0004328	1.44
57196,57581,57196,57196	HP:0001629	0.3
57196,57581,57196,57196	HP:0009115	2.31
57196,57581,57196,57196	HP:0001083	5.52
57196,57581,57196,57196	HP:0010438	1.68
57196,57581,57196,57196	HP:0002813	0.15
57196,57581,57196,57196	HP:0011844	1.3
57196,57581,57196,57196	HP:0000707	1.29
57196,57581,57196,57196	HP:0001646	1.53
57196,57581,57196,57196	HP:0100543	0.65
57196,57581,57196,57196	HP:0001376	2.04
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002088	0.81
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002795	1.64
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0000924	1.7
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002093	1.91
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0001939	1.76
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002813	0.15
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0011844	1.3
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0000707	1.29
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002817	1.03
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0002086	2.59
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0011842	0.31
81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296,81296	HP:0012252	0.53
50729,56112	HP:0000924	1.7
50729,56112	HP:0002813	0.15
50729,56112	HP:0011844	1.3
50729,56112	HP:0000707	1.29
50729,56112	HP:0001626	2.25
50729,56112	HP:0002011	0.39
50729,56112	HP:0000119	2.13
50729,56112	HP:0011842	0.31
50729,56112	HP:0003549	3.16
50729,56112	HP:0002597	1.93
50729,56112	HP:0001250	2.06
48726,48726,48726,48726,48726,48726,49265	HP:0001438	2.25
57196,57196	HP:0001808	5.74
57196,57196	HP:0000539	4.18
57196,57196	HP:0003341	5.22
57196,57196	HP:0001056	6.8
57196,57196	HP:0100490	1.53
57196,57196	HP:0004334	2.43
57196,57196	HP:0006089	7
57196,57196	HP:0007383	5.76
57196,57196	HP:0007556	4.33
57196,57196	HP:0001631	0.49
57196,57196	HP:0000032	1.12
57196,57196	HP:0003549	4.53
57196,57196	HP:0004400	3.42
57196,57196	HP:0100640	7.64
57196,57196	HP:0007676	2.39
57196,57196	HP:0001806	6.21
75399,75399	HP:0001438	1.95
75399,75399	HP:0000234	0.21
75399,75399	HP:0000271	0.55
75399,75399	HP:0000153	1.2
75399,75399	HP:0001155	0.35
75399,75399	HP:0001574	1.98
75399,75399	HP:0001507	2.22
75399,75399	HP:0000152	1.71
75399,75399	HP:0011842	0.31
75399,75399	HP:0000951	0.74
75399,75399	HP:0011138	1.71
75399,75399	HP:0000924	1.7
75399,75399	HP:0002813	0.15
75399,75399	HP:0011121	1.29
75399,75399	HP:0011844	1.3
75399,75399	HP:0002817	1.03
75399,75399	HP:0011354	0.76
46579,64593	HP:0000972	4.19
46579,64593	HP:0000962	0.9
46579,64593	HP:0008066	5.27
46579,64593	HP:0001155	0.35
46579,64593	HP:0001574	1.98
46579,64593	HP:0001595	0.85
46579,64593	HP:0000982	1.36
46579,64593	HP:0000478	1.79
46579,64593	HP:0008064	2.33
46579,64593	HP:0011842	0.31
46579,64593	HP:0000951	0.74
46579,64593	HP:0011138	1.71
46579,64593	HP:0007556	3.75
46579,64593	HP:0002664	3.84
46579,64593	HP:0011356	3.81
46579,64593	HP:0000924	1.7
46579,64593	HP:0002813	0.15
46579,64593	HP:0011121	1.29
46579,64593	HP:0011844	1.3
46579,64593	HP:0002817	1.03
46579,64593	HP:0001072	1.87
