id	level	description
IPR000104	InterPro	Antifreeze protein, type I
IPR000105	InterPro	Mu opioid receptor
IPR000106	InterPro	Protein-tyrosine phosphatase/arsenate reductase
IPR000109	InterPro	Proton-dependent oligopeptide transporter family
IPR000110	InterPro	Ribosomal protein S1
IPR000111	InterPro	Glycoside hydrolase, clan GH-D
IPR000112	InterPro	GPCR, family 3, metabotropic glutamate receptor 6
IPR000114	InterPro	Ribosomal protein L16
IPR000115	InterPro	Phosphoribosylglycinamide synthetase
IPR000116	InterPro	High mobility group, HMG-I/HMG-Y
IPR000117	InterPro	Kappa casein
IPR000119	InterPro	Histone-like bacterial DNA-binding protein
IPR000120	InterPro	Amidase
IPR000121	InterPro	PEP-utilising enzyme, C-terminal
IPR000123	InterPro	RNA-directed DNA polymerase (reverse transcriptase), msDNA
IPR000124	InterPro	Spermadhesin
IPR000125	InterPro	Glycoside hydrolase, family 14A, bacterial
IPR000126	InterPro	Serine proteases, V8 family, serine active site
IPR000127	InterPro	Ubiquitin-activating enzyme repeat
IPR000128	InterPro	Progesterone receptor
IPR000131	InterPro	ATPase, F1 complex, gamma subunit
IPR000132	InterPro	Nitrilase/cyanide hydratase, conserved site
IPR000133	InterPro	ER lumen protein retaining receptor
IPR000136	InterPro	Oleosin
IPR000138	InterPro	Hydroxymethylglutaryl-CoA lyase, active site
IPR000141	InterPro	Prostaglandin F receptor
IPR000142	InterPro	P2Y purinoceptor 1
IPR000143	InterPro	Geminivirus MSV 27Kd coat protein
IPR000144	InterPro	GPCR, family 3, metabotropic glutamate receptor 8
IPR000145	InterPro	Outer capsid protein VP5, Orbivirus
IPR000146	InterPro	Fructose-1,6-bisphosphatase class 1/Sedoheputulose-1,7-bisphosphatase
IPR000147	InterPro	Angiotensin II receptor type 2
IPR000148	InterPro	Papillomavirus E7
IPR000149	InterPro	Haemagglutinin, influenzavirus A
IPR000150	InterPro	Cof protein
IPR000151	InterPro	Ciliary neurotrophic factor, CNTF
IPR000153	InterPro	Reovirus, outer capsid sigma 3
IPR000154	InterPro	Prostanoid EP3 receptor type 3
IPR000155	InterPro	Melanocortin 4 receptor
IPR000156	InterPro	Ran binding domain
IPR000157	InterPro	Toll/interleukin-1 receptor homology (TIR) domain
IPR000158	InterPro	Cell division protein FtsZ
IPR000159	InterPro	Ras-association
IPR000161	InterPro	Vasopressin V2 receptor
IPR000162	InterPro	GPCR, family 3, metabotropic glutamate receptor
IPR000163	InterPro	Prohibitin
IPR000164	InterPro	Histone H3/CENP-A
IPR000165	InterPro	Glucoamylase
IPR000167	InterPro	Dehydrin
IPR000170	InterPro	High potential iron-sulphur protein
IPR000172	InterPro	Glucose-methanol-choline oxidoreductase, N-terminal
IPR000174	InterPro	CXC chemokine receptor 1/2
IPR000175	InterPro	Sodium:neurotransmitter symporter
IPR000177	InterPro	Apple domain
IPR000178	InterPro	Translation initiation factor aIF-2, bacterial-like
IPR000180	InterPro	Membrane dipeptidase, active site
IPR000181	InterPro	Formylmethionine deformylase
IPR000182	InterPro	GNAT domain
IPR000183	InterPro	Ornithine/DAP/Arg decarboxylase
IPR000184	InterPro	Bacterial surface antigen (D15)
IPR000185	InterPro	Protein translocase subunit SecA
IPR000186	InterPro	Interleukin-5
IPR000187	InterPro	Corticotropin-releasing factor, CRF
IPR000189	InterPro	Prokaryotic transglycosylase, active site
IPR000190	InterPro	Angiotensin II receptor type 1
IPR000191	InterPro	DNA glycosylase/AP lyase
IPR000192	InterPro	Aminotransferase class V domain
IPR000194	InterPro	ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain
IPR000195	InterPro	Rab-GTPase-TBC domain
IPR000196	InterPro	Ribosomal protein L19/L19e domain
IPR000197	InterPro	Zinc finger, TAZ-type
IPR000198	InterPro	Rho GTPase-activating protein domain
IPR000199	InterPro	Peptidase C3A/C3B, picornaviral
IPR000200	InterPro	Peptidase C10, streptopain
IPR000201	InterPro	Hepadnaviral P protein, N-terminal
IPR000202	InterPro	GPCR, family 3, metabotropic glutamate receptor 5
IPR000203	InterPro	GPS motif
IPR000204	InterPro	Orexin receptor family
IPR000206	InterPro	Ribosomal protein L7/L12
IPR000207	InterPro	Alpha 2B adrenoceptor
IPR000208	InterPro	RNA-directed RNA polymerase, flavivirus
IPR000209	InterPro	Peptidase S8/S53 domain
IPR000210	InterPro	BTB/POZ-like
IPR000211	InterPro	Geminivirus BL1 movement protein
IPR000212	InterPro	DNA helicase, UvrD/REP type
IPR000213	InterPro	Vitamin D-binding protein
IPR000214	InterPro	Zinc finger, DNA glycosylase/AP lyase-type
IPR000215	InterPro	Serpin family
IPR000217	InterPro	Tubulin
IPR000218	InterPro	Ribosomal protein L14b/L23e
IPR000219	InterPro	Dbl homology (DH) domain
IPR000221	InterPro	Protamine P1
IPR000222	InterPro	Protein phosphatase 2C, manganese/magnesium aspartate binding site
IPR000223	InterPro	Peptidase S26A, signal peptidase I
IPR000224	InterPro	Phosphoprotein, vesiculovirus
IPR000225	InterPro	Armadillo
IPR000226	InterPro	Interleukin-7/interleukin-9 family
IPR000227	InterPro	Angiotensinogen
IPR000228	InterPro	RNA 3'-terminal phosphate cyclase
IPR000229	InterPro	Arenavirus nucleocapsid protein
IPR000231	InterPro	Ribosomal protein L30e
IPR000232	InterPro	Heat shock factor (HSF)-type, DNA-binding
IPR000233	InterPro	Cadherin, cytoplasmic domain
IPR000234	InterPro	Herpesvirus Glycoprotein B
IPR000235	InterPro	Ribosomal protein S5/S7
IPR000236	InterPro	Transactivation protein X
IPR000237	InterPro	GRIP
IPR000238	InterPro	Ribosome-binding factor A
IPR000239	InterPro	GPCR kinase
IPR000240	InterPro	Serpin B9/maspin
IPR000242	InterPro	Protein-tyrosine phosphatase, receptor/non-receptor type
IPR000243	InterPro	Peptidase T1A, proteasome beta-subunit
IPR000244	InterPro	Ribosomal protein L9
IPR000245	InterPro	V-ATPase proteolipid subunit
IPR000246	InterPro	Peptidase T2, asparaginase 2
IPR000247	InterPro	Cucumovirus coat protein
IPR000248	InterPro	Angiotensin II receptor family
IPR000250	InterPro	Peptidase G1
IPR000253	InterPro	Forkhead-associated (FHA) domain
IPR000254	InterPro	Cellulose-binding domain, fungal
IPR000256	InterPro	Influenza non-structural protein (NS1)
IPR000257	InterPro	Uroporphyrinogen decarboxylase (URO-D)
IPR000258	InterPro	Bacterial ice-nucleation, octamer repeat
IPR000259	InterPro	Fimbrial-type adhesion domain
IPR000260	InterPro	NADH:ubiquinone oxidoreductase, chain 4, N-terminal
IPR000261	InterPro	EPS15 homology (EH)
IPR000262	InterPro	FMN-dependent dehydrogenase
IPR000263	InterPro	Geminivirus AR1/BR1 coat protein
IPR000264	InterPro	ALB/AFP/VDB
IPR000265	InterPro	Prostanoid EP3 receptor
IPR000266	InterPro	Ribosomal protein S17
IPR000268	InterPro	DNA-directed RNA polymerase, subunit N/Rpb10
IPR000269	InterPro	Copper amine oxidase
IPR000270	InterPro	Phox/Bem1p
IPR000271	InterPro	Ribosomal protein L34
IPR000272	InterPro	Ion-transport regulator, FXYD motif
IPR000274	InterPro	Adenylate cyclase, class-I
IPR000275	InterPro	Coagulin
IPR000276	InterPro	G protein-coupled receptor, rhodopsin-like
IPR000277	InterPro	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme
IPR000280	InterPro	Pestivirus NS3, peptidase S31
IPR000281	InterPro	Helix-turn-helix protein RpiR
IPR000283	InterPro	NADH:ubiquinone oxidoreductase, 75kDa subunit, conserved site
IPR000289	InterPro	Ribosomal protein S28e
IPR000290	InterPro	Colicin immunity protein/pyocin immunity protein
IPR000292	InterPro	Formate/nitrite transporter
IPR000293	InterPro	Channel forming colicin, C-terminal cytotoxic
IPR000294	InterPro	Gamma-carboxyglutamic acid-rich (GLA) domain
IPR000296	InterPro	Cation-dependent mannose-6-phosphate receptor
IPR000297	InterPro	Peptidyl-prolyl cis-trans isomerase, PpiC-type
IPR000298	InterPro	Cytochrome c oxidase subunit III domain
IPR000299	InterPro	FERM domain
IPR000300	InterPro	Inositol polyphosphate-related phosphatase
IPR000301	InterPro	Tetraspanin
IPR000304	InterPro	Pyrroline-5-carboxylate reductase
IPR000306	InterPro	FYVE zinc finger
IPR000307	InterPro	Ribosomal protein S16
IPR000308	InterPro	14-3-3 protein
IPR000310	InterPro	Orn/Lys/Arg decarboxylase, major domain
IPR000312	InterPro	Glycosyl transferase, family 3
IPR000314	InterPro	Gastrin receptor
IPR000315	InterPro	Zinc finger, B-box
IPR000316	InterPro	Plant EC metallothionein-like protein, family 15
IPR000317	InterPro	Peptidase C24, Calicivirus polyprotein Orf1
IPR000318	InterPro	Nitrogenase component 1, conserved site
IPR000319	InterPro	Aspartate-semialdehyde dehydrogenase, conserved site
IPR000320	InterPro	Hedgehog, N-terminal signalling domain
IPR000321	InterPro	Delta opioid receptor
IPR000322	InterPro	Glycoside hydrolase, family 31
IPR000323	InterPro	Copper type II, ascorbate-dependent monooxygenase, N-terminal
IPR000324	InterPro	Vitamin D receptor
IPR000326	InterPro	Phosphatidic acid phosphatase type 2/haloperoxidase
IPR000327	InterPro	POU-specific
IPR000328	InterPro	Retroviral envelope protein
IPR000330	InterPro	SNF2-related
IPR000331	InterPro	Rap GTPase activating protein domain
IPR000332	InterPro	Beta 2 adrenoceptor
IPR000333	InterPro	Ser/Thr protein kinase, TGFB receptor
IPR000334	InterPro	Glycoside hydrolase, family 45
IPR000335	InterPro	Bleomycin resistance protein
IPR000337	InterPro	GPCR, family 3
IPR000340	InterPro	Dual specificity phosphatase, catalytic domain
IPR000342	InterPro	Regulator of G protein signalling domain
IPR000343	InterPro	Tetrapyrrole biosynthesis, glutamyl-tRNA reductase
IPR000344	InterPro	7TM GPCR, serpentine receptor class a (Sra)
IPR000346	InterPro	Crustacean neurohormone CHH
IPR000347	InterPro	Metallothionein, family 15, plant
IPR000349	InterPro	Hepadnavirus major surface antigen
IPR000351	InterPro	Neuropeptide Y1 receptor
IPR000352	InterPro	Peptide chain release factor class I/class II
IPR000353	InterPro	MHC class II, beta chain, N-terminal
IPR000354	InterPro	Involucrin repeat
IPR000355	InterPro	Chemokine receptor family
IPR000356	InterPro	P2Y2 purinoceptor
IPR000357	InterPro	HEAT
IPR000358	InterPro	Ribonucleotide reductase small subunit
IPR000363	InterPro	Alpha 1D adrenoceptor
IPR000366	InterPro	GPCR fungal pheromone mating factor, STE2
IPR000367	InterPro	G-protein alpha subunit, group S
IPR000368	InterPro	Sucrose synthase
IPR000369	InterPro	Potassium channel, voltage-dependent, beta subunit, KCNE
IPR000370	InterPro	Prostacyclin (prostanoid IP) receptor
IPR000371	InterPro	P2Y3 purinoceptor
IPR000374	InterPro	Phosphatidate cytidylyltransferase
IPR000375	InterPro	Dynamin central domain
IPR000376	InterPro	Prostaglandin D receptor
IPR000377	InterPro	5-Hydroxytryptamine 2C receptor
IPR000378	InterPro	Opsin red/green sensitive
IPR000380	InterPro	DNA topoisomerase, type IA
IPR000381	InterPro	Inhibin, beta B subunit
IPR000382	InterPro	Peptidase S39B, luteovirus
IPR000383	InterPro	Xaa-Pro dipeptidyl-peptidase-like domain
IPR000385	InterPro	MoaA/nifB/pqqE, iron-sulphur binding, conserved site
IPR000386	InterPro	Haemagglutinin, influenzavirus B
IPR000387	InterPro	Protein-tyrosine/Dual specificity phosphatase
IPR000388	InterPro	Sulphonylurea receptor
IPR000390	InterPro	Small multidrug resistance protein family
IPR000391	InterPro	Aromatic-ring-hydroxylating dioxygenase, beta subunit
IPR000392	InterPro	Nitrogenase iron protein, subunit NifH/Protochlorophyllide reductase, subunit ChlL
IPR000393	InterPro	Neuropeptide Y5 receptor
IPR000394	InterPro	RNA polymerase sigma factor 54
IPR000395	InterPro	Clostridial neurotoxin zinc protease
IPR000396	InterPro	Cyclic-AMP phosphodiesterase, class-II
IPR000397	InterPro	Heat shock protein Hsp33
IPR000398	InterPro	Thymidylate synthase
IPR000399	InterPro	TPP-binding enzyme, conserved site
IPR000400	InterPro	Glycoside hydrolase, family 46
IPR000402	InterPro	Sodium/potassium-transporting ATPase subunit beta
IPR000403	InterPro	Phosphatidylinositol 3-/4-kinase, catalytic domain
IPR000404	InterPro	Flavivirus non-structural protein NS4A
IPR000405	InterPro	Galanin receptor family
IPR000406	InterPro	RHO protein GDP dissociation inhibitor
IPR000407	InterPro	Nucleoside phosphatase GDA1/CD39
IPR000412	InterPro	ABC-2 transporter
IPR000413	InterPro	Integrin alpha chain
IPR000415	InterPro	Nitroreductase-like
IPR000416	InterPro	Haemagglutinin outer capsid protein VP4
IPR000417	InterPro	Hydroxyethylthiazole kinase
IPR000418	InterPro	Ets domain
IPR000420	InterPro	Yeast PIR protein repeat
IPR000421	InterPro	Coagulation factor 5/8 C-terminal type domain
IPR000422	InterPro	3,4-dihydroxy-2-butanone 4-phosphate synthase, RibB
IPR000424	InterPro	Primosome PriB/single-strand DNA-binding
IPR000425	InterPro	Major intrinsic protein
IPR000426	InterPro	Proteasome alpha-subunit, N-terminal domain
IPR000427	InterPro	Papillomavirus E2, C-terminal
IPR000428	InterPro	Copper ion binding protein
IPR000429	InterPro	Proteinase inhibitor I14, hirudin
IPR000431	InterPro	5-Hydroxytryptamine 5B receptor
IPR000432	InterPro	DNA mismatch repair protein MutS, C-terminal
IPR000433	InterPro	Zinc finger, ZZ-type
IPR000434	InterPro	Polycystic kidney disease type 1 protein
IPR000438	InterPro	Acetyl-CoA carboxylase carboxyl transferase, beta subunit
IPR000439	InterPro	Ribosomal protein L15e
IPR000440	InterPro	NADH:ubiquinone/plastoquinone oxidoreductase, chain 3
IPR000443	InterPro	Pro-islet amyloid polypeptide
IPR000445	InterPro	Helix-hairpin-helix motif
IPR000447	InterPro	FAD-dependent glycerol-3-phosphate dehydrogenase
IPR000448	InterPro	Rhabdovirus nucleocapsid
IPR000449	InterPro	Ubiquitin-associated domain/translation elongation factor EF-Ts, N-terminal
IPR000450	InterPro	5-Hydroxytryptamine 1F receptor
IPR000451	InterPro	NF-kappa-B/Rel/Dorsal
IPR000452	InterPro	Kappa opioid receptor
IPR000453	InterPro	Chorismate synthase
IPR000454	InterPro	ATPase, F0 complex, subunit C
IPR000455	InterPro	5-Hydroxytryptamine 2A receptor
IPR000456	InterPro	Ribosomal protein L17
IPR000460	InterPro	Neuroligin
IPR000462	InterPro	CDP-alcohol phosphatidyltransferase
IPR000463	InterPro	Cytosolic fatty-acid binding
IPR000465	InterPro	XPA
IPR000466	InterPro	Adenosine A3 receptor
IPR000467	InterPro	G-patch domain
IPR000469	InterPro	G-protein alpha subunit, group 12
IPR000470	InterPro	CbxX/CfqX, monofunctional
IPR000471	InterPro	Interferon alpha/beta/delta
IPR000472	InterPro	TGF-beta receptor/activin receptor, type I/II
IPR000473	InterPro	Ribosomal protein L36
IPR000475	InterPro	Retroviral Vif (Viral infectivity) protein
IPR000476	InterPro	Glycoprotein hormone alpha chain
IPR000479	InterPro	Cation-independent mannose-6-phosphate receptor
IPR000480	InterPro	Glutelin
IPR000481	InterPro	GPCR fungal pheromone B alpha receptor
IPR000482	InterPro	5-Hydroxytryptamine 2B receptor
IPR000484	InterPro	Photosynthetic reaction centre, L/M
IPR000485	InterPro	AsnC-type HTH domain
IPR000486	InterPro	Extradiol ring-cleavage dioxygenase, class I /II
IPR000487	InterPro	Flavivirus non-structural protein NS2B
IPR000488	InterPro	Death domain
IPR000489	InterPro	Pterin-binding
IPR000490	InterPro	Glycoside hydrolase, family 17
IPR000491	InterPro	Inhibin, beta A subunit
IPR000492	InterPro	Protamine 2, PRM2
IPR000493	InterPro	Inositol 1,4,5-trisphosphate-binding protein receptor
IPR000494	InterPro	EGF receptor, L domain
IPR000496	InterPro	Bradykinin receptor family
IPR000497	InterPro	Dopamine D5 receptor
IPR000498	InterPro	Outer membrane protein, OmpA-like, transmembrane domain
IPR000499	InterPro	Endothelin receptor family
IPR000500	InterPro	Connexin
IPR000501	InterPro	Tripartite terminase subunit UL28/processing and transport protein
IPR000502	InterPro	Muscarinic acetylcholine receptor M5
IPR000503	InterPro	Histamine H2 receptor
IPR000504	InterPro	RNA recognition motif domain
IPR000505	InterPro	5-Hydroxytryptamine 1D receptor
IPR000506	InterPro	Acetohydroxy acid isomeroreductase C-terminal
IPR000507	InterPro	Beta 1 adrenoceptor
IPR000509	InterPro	Ribosomal protein L36e
IPR000510	InterPro	Nitrogenase/oxidoreductase, component 1
IPR000511	InterPro	Cytochrome c/c1 haem-lyase
IPR000512	InterPro	Diphtheria toxin (NAD+-dipthamide ADP-ribosyltransferase)
IPR000514	InterPro	Glycoside hydrolase, family 39
IPR000515	InterPro	MetI-like domain
IPR000516	InterPro	Nickel-dependent hydrogenase b-type cytochrome subunit
IPR000518	InterPro	Metallothionein, family 14, prokaryote
IPR000522	InterPro	ABC transporter, permease protein
IPR000523	InterPro	Magnesium chelatase, ChlI subunit
IPR000524	InterPro	Transcription regulator HTH, GntR
IPR000525	InterPro	Initiator Rep protein
IPR000526	InterPro	Auxin-binding protein
IPR000527	InterPro	Flagellar L-ring protein
IPR000528	InterPro	Plant lipid transfer protein/Par allergen
IPR000529	InterPro	Ribosomal protein S6
IPR000530	InterPro	Ribosomal protein S12e
IPR000531	InterPro	TonB-dependent receptor, beta-barrel
IPR000532	InterPro	Glucagon/GIP/secretin/VIP
IPR000534	InterPro	Semialdehyde dehydrogenase, NAD-binding
IPR000535	InterPro	MSP domain
IPR000536	InterPro	Nuclear hormone receptor, ligand-binding, core
IPR000537	InterPro	UbiA prenyltransferase family
IPR000538	InterPro	Link
IPR000539	InterPro	Frizzled protein
IPR000541	InterPro	Cytoplasmic tRNA 2-thiolation protein 1
IPR000542	InterPro	Acyltransferase ChoActase/COT/CPT
IPR000544	InterPro	Octanoyltransferase
IPR000545	InterPro	Lactalbumin
IPR000547	InterPro	Clathrin, heavy chain/VPS, 7-fold repeat
IPR000548	InterPro	Myelin basic protein
IPR000549	InterPro	Photosystem I PsaG/PsaK protein
IPR000550	InterPro	7,8-Dihydro-6-hydroxymethylpterin-pyrophosphokinase, HPPK
IPR000551	InterPro	MerR-type HTH domain
IPR000552	InterPro	Ribosomal protein L44e
IPR000554	InterPro	Ribosomal protein S7e
IPR000555	InterPro	JAB1/MPN/MOV34 metalloenzyme domain
IPR000556	InterPro	Glycoside hydrolase, 48F
IPR000558	InterPro	Histone H2B
IPR000559	InterPro	Formate-tetrahydrofolate ligase, FTHFS
IPR000560	InterPro	Histidine phosphatase superfamily, clade-2
IPR000563	InterPro	Flagellar assembly protein FliH
IPR000565	InterPro	DNA topoisomerase, type IIA, subunit B
IPR000568	InterPro	ATPase, F0 complex, subunit A
IPR000569	InterPro	HECT
IPR000571	InterPro	Zinc finger, CCCH-type
IPR000572	InterPro	Oxidoreductase, molybdopterin-binding domain
IPR000573	InterPro	Aconitase A/isopropylmalate dehydratase small subunit, swivel
IPR000574	InterPro	Tymovirus coat protein
IPR000576	InterPro	LacY/RafB permease family
IPR000579	InterPro	Cation-transporting P-type ATPase A/B
IPR000580	InterPro	TSC-22 / Dip / Bun
IPR000581	InterPro	Dihydroxy-acid/6-phosphogluconate dehydratase
IPR000582	InterPro	Acyl-CoA-binding protein, ACBP
IPR000583	InterPro	Class II glutamine amidotransferase domain
IPR000584	InterPro	Voltage-dependent calcium channel, L-type, beta subunit
IPR000586	InterPro	Somatostatin receptor family
IPR000587	InterPro	Creatinase, N-terminal
IPR000588	InterPro	Peptidase A3A, cauliflower mosaic virus
IPR000589	InterPro	Ribosomal protein S15
IPR000590	InterPro	Hydroxymethylglutaryl-coenzyme A synthase, active site
IPR000591	InterPro	DEP domain
IPR000592	InterPro	Ribosomal protein S27e
IPR000593	InterPro	RasGAP protein, C-terminal
IPR000594	InterPro	UBA/THIF-type NAD/FAD binding fold
IPR000596	InterPro	Cholecystokinin receptor type A
IPR000597	InterPro	Ribosomal protein L3
IPR000599	InterPro	G protein-coupled receptor 12
IPR000602	InterPro	Glycoside hydrolase family 38, N-terminal domain
IPR000604	InterPro	Major outer membrane protein, Chlamydia
IPR000605	InterPro	Helicase, superfamily 3, single-stranded DNA/RNA virus
IPR000607	InterPro	Double-stranded RNA-specific adenosine deaminase (DRADA)
IPR000608	InterPro	Ubiquitin-conjugating enzyme, E2
IPR000609	InterPro	7TM GPCR, serpentine receptor class g (Srg)
IPR000610	InterPro	5-Hydroxytryptamine 1A receptor
IPR000611	InterPro	Neuropeptide Y receptor family
IPR000612	InterPro	Proteolipid membrane potential modulator
IPR000617	InterPro	Napin/ Bra allergen
IPR000618	InterPro	Insect cuticle protein
IPR000620	InterPro	Drug/metabolite transporter
IPR000621	InterPro	Melanocortin 5 receptor
IPR000622	InterPro	K/Cl co-transporter, type 1
IPR000625	InterPro	Anti-repression trans-activator protein, REV protein
IPR000626	InterPro	Ubiquitin-like
IPR000627	InterPro	Intradiol ring-cleavage dioxygenase, C-terminal
IPR000628	InterPro	Vasopressin V1B receptor
IPR000629	InterPro	RNA helicase, ATP-dependent, DEAD-box, conserved site
IPR000630	InterPro	Ribosomal protein S8
IPR000632	InterPro	Yeast Mrs6p protein
IPR000633	InterPro	Vinculin, conserved site
IPR000634	InterPro	Serine/threonine dehydratase, pyridoxal-phosphate-binding site
IPR000635	InterPro	Viral ssDNA-binding protein
IPR000637	InterPro	HMG-I/HMG-Y, DNA-binding, conserved site
IPR000638	InterPro	Gas vesicle protein GvpA
IPR000639	InterPro	Epoxide hydrolase-like
IPR000641	InterPro	CbxX/CfqX
IPR000642	InterPro	Peptidase M41
IPR000643	InterPro	Iodothyronine deiodinase
IPR000644	InterPro	CBS domain
IPR000645	InterPro	Type II secretion system protein N, conserved site
IPR000646	InterPro	Adenovirus hexon associated protein VIII
IPR000647	InterPro	CTF transcription factor/nuclear factor 1
IPR000649	InterPro	Initiation factor 2B-related
IPR000650	InterPro	Geminivirus AR1 coat protein
IPR000651	InterPro	Ras-like guanine nucleotide exchange factor, N-terminal
IPR000652	InterPro	Triosephosphate isomerase
IPR000654	InterPro	G-protein alpha subunit, group Q
IPR000655	InterPro	Regulatory protein cro
IPR000657	InterPro	Geminivirus AL3 coat protein
IPR000659	InterPro	Pyridoxamine 5'-phosphate oxidase
IPR000662	InterPro	Capsid protein VP1,Polyomavirus
IPR000663	InterPro	Natriuretic peptide
IPR000665	InterPro	Haemagglutinin-neuraminidase
IPR000667	InterPro	Peptidase S13, D-Ala-D-Ala carboxypeptidase C
IPR000668	InterPro	Peptidase C1A, papain C-terminal
IPR000669	InterPro	Mannitol dehydrogenase
IPR000670	InterPro	Urotensin II receptor
IPR000671	InterPro	Peptidase A31 family
IPR000672	InterPro	Tetrahydrofolate dehydrogenase/cyclohydrolase
IPR000673	InterPro	Signal transduction response regulator, chemotaxis, protein-glutamate methylesterase
IPR000675	InterPro	Cutinase
IPR000678	InterPro	Nuclear transition protein 2
IPR000679	InterPro	Zinc finger, GATA-type
IPR000680	InterPro	Borrelia lipoprotein
IPR000681	InterPro	Beta 3 adrenoceptor
IPR000682	InterPro	Protein-L-isoaspartate(D-aspartate) O-methyltransferase
IPR000683	InterPro	Oxidoreductase, N-terminal
IPR000684	InterPro	RNA polymerase II, heptapeptide repeat, eukaryotic
IPR000685	InterPro	Ribulose bisphosphate carboxylase, large subunit, C-terminal
IPR000686	InterPro	Fanconi anaemia group C protein
IPR000687	InterPro	RIO kinase
IPR000688	InterPro	Hydrogenase nickel incorporation protein HypA/HybF
IPR000689	InterPro	Ubiquinone biosynthesis monooxygenase, COQ6-type
IPR000690	InterPro	Zinc finger, C2H2-type matrin
IPR000691	InterPro	Proteinase inhibitor I16, Streptomyces subtilisin-type inhibitor
IPR000692	InterPro	Fibrillarin
IPR000693	InterPro	Anenome neurotoxin
IPR000696	InterPro	Peptidase A6, nodavirus coat protein
IPR000698	InterPro	Arrestin
IPR000699	InterPro	RIH (RyR and IP3R Homology) domain
IPR000700	InterPro	PAS-associated, C-terminal
IPR000701	InterPro	Succinate dehydrogenase/Fumarate reductase, transmembrane subunit
IPR000702	InterPro	Ribosomal protein L6
IPR000703	InterPro	Proenkephalin A
IPR000704	InterPro	Casein kinase II, regulatory subunit
IPR000705	InterPro	Galactokinase
IPR000706	InterPro	N-acetyl-gamma-glutamyl-phosphate reductase, type 1
IPR000708	InterPro	Prostanoid EP1 receptor
IPR000709	InterPro	Leu/Ile/Val-binding protein
