"term_id"	"nAnno"	"nGroup"	"nOverlap"	"zscore"	"pvalue"	"adjp"	"term_name"	"term_namespace"	"term_distance"	"members"
"GO:0019954"	613	43	37	4.46	4.7e-07	8e-05	"asexual reproduction"	"biological_process"	" 2"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0075259"	613	43	37	4.46	4.7e-07	8e-05	"spore-bearing organ development"	"biological_process"	" 6"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0030582"	613	43	37	4.46	4.7e-07	8e-05	"fruiting body development"	"biological_process"	" 8"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0042594"	616	43	37	4.43	5.6e-07	8.8e-05	"response to starvation"	"biological_process"	" 3"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0006950"	736	43	40	4.12	6.6e-07	9.7e-05	"response to stress"	"biological_process"	" 2"	"57392,109805,48552,46984,55044,100957,54076,49594,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,57288,69125,88633,118220,63600"
"GO:0002764"	588	43	36	4.43	7.7e-07	1e-04	"immune response-regulating signaling pathway"	"biological_process"	" 5"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0002757"	588	43	36	4.43	7.7e-07	1e-04	"immune response-activating signal transduction"	"biological_process"	" 6"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0045089"	607	43	36	4.22	2.1e-06	0.00025	"positive regulation of innate immune response"	"biological_process"	" 6"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0002218"	607	43	36	4.22	2.1e-06	0.00025	"activation of innate immune response"	"biological_process"	" 7"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0045088"	618	43	36	4.09	3.8e-06	0.00042	"regulation of innate immune response"	"biological_process"	" 5"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0002253"	628	43	36	3.98	6.3e-06	0.00066	"activation of immune response"	"biological_process"	" 2"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0050778"	636	43	36	3.9	9.4e-06	0.00094	"positive regulation of immune response"	"biological_process"	" 5"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0048584"	750	43	39	3.66	1.1e-05	0.0011	"positive regulation of response to stimulus"	"biological_process"	" 4"	"57392,109805,48552,46984,55044,58002,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,81327,63600"
"GO:0060998"	520	43	32	3.99	1.4e-05	0.0013	"regulation of dendritic spine development"	"biological_process"	"12"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,50904,110035,54117,89811,111479,47266,47686,82931,82936,57953,57581,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0050773"	522	43	32	3.97	1.5e-05	0.0013	"regulation of dendrite development"	"biological_process"	"11"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,50904,110035,54117,89811,111479,47266,47686,82931,82936,57953,57581,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0031349"	649	43	36	3.75	1.8e-05	0.0015	"positive regulation of defense response"	"biological_process"	" 5"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0050776"	728	43	38	3.56	2.5e-05	0.0021	"regulation of immune response"	"biological_process"	" 4"	"57392,109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,57288,69125,88633,118220,63600"
"GO:0007165"	731	43	38	3.53	2.9e-05	0.0023	"signal transduction"	"biological_process"	" 3"	"109805,48552,46984,55044,58006,100957,54076,49594,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0051716"	828	43	40	3.22	6e-05	0.0045	"cellular response to stimulus"	"biological_process"	" 2"	"57392,109805,48552,46984,55044,58006,100957,54076,49594,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,57288,69125,88633,118220,63600"
"GO:0048583"	891	43	41	2.96	0.00012	0.009	"regulation of response to stimulus"	"biological_process"	" 3"	"57392,109805,48552,46984,55044,58002,58006,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,57288,69125,88633,118220,81327,63600"
"GO:0009991"	729	43	37	3.23	0.00014	0.0094	"response to extracellular stimulus"	"biological_process"	" 3"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0031667"	729	43	37	3.23	0.00014	0.0094	"response to nutrient levels"	"biological_process"	" 4"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0010975"	570	43	32	3.39	0.00015	0.0095	"regulation of neuron projection development"	"biological_process"	" 5"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,50904,110035,54117,89811,111479,47266,47686,82931,82936,57953,57581,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0007212"	24	43	5	4.49	0.00015	0.0095	"dopamine receptor signaling pathway"	"biological_process"	" 7"	"57055,89811,47266,82936,64546"
"GO:0031347"	734	43	37	3.17	0.00017	0.011	"regulation of defense response"	"biological_process"	" 5"	"109805,48552,46984,55044,58006,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0031344"	577	43	32	3.31	2e-04	0.012	"regulation of cell projection organization"	"biological_process"	" 4"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,50904,110035,54117,89811,111479,47266,47686,82931,82936,57953,57581,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0002376"	746	43	37	3.05	0.00028	0.015	"immune system process"	"biological_process"	" 1"	"57392,109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0009605"	746	43	37	3.05	0.00028	0.015	"response to external stimulus"	"biological_process"	" 2"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0030537"	712	43	36	3.08	0.00029	0.015	"larval behavior"	"biological_process"	" 3"	"109805,48552,46984,55044,58006,100957,54076,54098,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,57953,57581,57593,47353,109640,57630,161256,75399,64546,82671,57288,69125,88633,118220,81327,63600"
"GO:0014056"	10	43	3	4.43	0.00029	0.015	"regulation of acetylcholine secretion, neurotransmission"	"biological_process"	" 6"	"54117,47266,57630"
"GO:0032365"	10	43	3	4.43	0.00029	0.015	"intracellular lipid transport"	"biological_process"	" 6"	"48552,54117,88633"
"GO:0031572"	10	43	3	4.43	0.00029	0.015	"G2 DNA damage checkpoint"	"biological_process"	"11"	"54117,47266,57630"
"GO:0009653"	912	43	41	2.75	0.00031	0.016	"anatomical structure morphogenesis"	"biological_process"	" 2"	"57392,109805,48552,46984,55044,58002,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,57288,69125,88633,118220,81327,63600"
"GO:0051128"	825	43	39	2.91	0.00033	0.016	"regulation of cellular component organization"	"biological_process"	" 3"	"57392,109805,48552,46984,55044,58006,100957,54076,49594,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57944,82936,57953,57581,57593,47353,109640,57630,161256,75399,64546,82671,57288,69125,88633,118220,81327,63600"
"GO:0032412"	310	43	21	3.35	0.00042	0.021	"regulation of ion transmembrane transporter activity"	"biological_process"	" 7"	"109805,46984,55044,100957,57055,110035,54117,89811,47266,82931,57953,57581,57593,47353,57630,75399,64546,82671,69125,88633,118220"
"GO:0022898"	311	43	21	3.33	0.00044	0.021	"regulation of transmembrane transporter activity"	"biological_process"	" 6"	"109805,46984,55044,100957,57055,110035,54117,89811,47266,82931,57953,57581,57593,47353,57630,75399,64546,82671,69125,88633,118220"
"GO:1901016"	291	43	20	3.31	5e-04	0.023	"regulation of potassium ion transmembrane transporter activity"	"biological_process"	" 8"	"109805,46984,55044,100957,57055,110035,54117,89811,47266,82931,57953,57581,57593,47353,57630,75399,64546,82671,88633,118220"
"GO:1901379"	293	43	20	3.28	0.00055	0.025	"regulation of potassium ion transmembrane transport"	"biological_process"	" 7"	"109805,46984,55044,100957,57055,110035,54117,89811,47266,82931,57953,57581,57593,47353,57630,75399,64546,82671,88633,118220"
"GO:0070286"	69	43	8	3.58	6e-04	0.027	"axonemal dynein complex assembly"	"biological_process"	" 7"	"48552,54098,54117,47266,82931,57593,57630,88633"
"GO:0043266"	295	43	20	3.25	0.00061	0.027	"regulation of potassium ion transport"	"biological_process"	" 7"	"109805,46984,55044,100957,57055,110035,54117,89811,47266,82931,57953,57581,57593,47353,57630,75399,64546,82671,88633,118220"
"GO:0010959"	321	43	21	3.17	0.00072	0.031	"regulation of metal ion transport"	"biological_process"	" 6"	"109805,46984,55044,100957,57055,110035,54117,89811,47266,82931,57953,57581,57593,47353,57630,75399,64546,82671,69125,88633,118220"
"GO:0008345"	706	43	35	2.83	0.00084	0.035	"larval locomotory behavior"	"biological_process"	" 5"	"109805,48552,46984,55044,58006,100957,54076,54098,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,57953,57581,57593,47353,57630,161256,75399,64546,82671,57288,69125,88633,118220,81327,63600"
"GO:0080134"	774	43	37	2.76	0.00085	0.035	"regulation of response to stress"	"biological_process"	" 4"	"109805,48552,46984,55044,58006,100957,54076,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0007195"	22	43	4	3.63	9e-04	0.036	"adenylate cyclase-inhibiting dopamine receptor signaling pathway"	"biological_process"	" 8"	"57055,89811,47266,64546"
"GO:0007626"	708	43	35	2.81	0.00091	0.036	"locomotory behavior"	"biological_process"	" 4"	"109805,48552,46984,55044,58006,100957,54076,54098,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,57953,57581,57593,47353,57630,161256,75399,64546,82671,57288,69125,88633,118220,81327,63600"
"GO:0044700"	813	43	38	2.69	0.00094	0.036	"single organism signaling"	"biological_process"	" 2"	"109805,48552,46984,55044,58006,100957,54076,49594,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0010883"	197	43	15	3.2	0.00094	0.036	"regulation of lipid storage"	"biological_process"	" 4"	"100957,54117,89811,47266,47686,82931,57944,82936,57593,109640,57630,64546,82671,69125,88633"
"GO:0034765"	327	43	21	3.08	0.00095	0.036	"regulation of ion transmembrane transport"	"biological_process"	" 6"	"109805,46984,55044,100957,57055,110035,54117,89811,47266,82931,57953,57581,57593,47353,57630,75399,64546,82671,69125,88633,118220"
"GO:0043269"	375	43	23	3.04	0.00098	0.036	"regulation of ion transport"	"biological_process"	" 5"	"109805,46984,55044,100957,54076,57055,110035,54117,89811,47266,47686,82931,57953,57581,57593,47353,57630,75399,64546,82671,69125,88633,118220"
"GO:0032409"	328	43	21	3.06	0.001	0.037	"regulation of transporter activity"	"biological_process"	" 3"	"109805,46984,55044,100957,57055,110035,54117,89811,47266,82931,57953,57581,57593,47353,57630,75399,64546,82671,69125,88633,118220"
"GO:0023052"	818	43	38	2.64	0.0011	0.038	"signaling"	"biological_process"	" 1"	"109805,48552,46984,55044,58006,100957,54076,49594,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0016265"	590	43	31	2.85	0.0011	0.038	"death"	"biological_process"	" 2"	"57392,109805,48552,46984,55044,58002,100957,54076,54098,57055,159141,110035,54117,89811,111479,47266,47686,82931,57953,57581,57190,57593,57630,161256,75399,64546,57288,69125,88633,118220,63600"
"GO:0048608"	897	43	40	2.53	0.0011	0.038	"reproductive structure development"	"biological_process"	" 3"	"109805,48552,46984,55044,58006,100957,54076,49594,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,57288,69125,88633,118220,63600"
"GO:0061458"	897	43	40	2.53	0.0011	0.038	"reproductive system development"	"biological_process"	" 5"	"109805,48552,46984,55044,58006,100957,54076,49594,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,57288,69125,88633,118220,63600"
"GO:0032429"	23	43	4	3.51	0.0011	0.038	"regulation of phospholipase A2 activity"	"biological_process"	" 8"	"54076,54117,111479,75399"
"GO:0045664"	619	43	32	2.84	0.0011	0.038	"regulation of neuron differentiation"	"biological_process"	" 9"	"109805,48552,46984,55044,100957,54076,54098,160088,57055,50904,110035,54117,89811,111479,47266,47686,82931,82936,57953,57581,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0003006"	997	43	42	2.28	0.0012	0.038	"developmental process involved in reproduction"	"biological_process"	" 2"	"57392,109805,48552,46984,55044,58006,100957,54076,49594,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,89890,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,57288,69125,88633,118220,81327,63600"
"GO:0003206"	125	43	11	3.2	0.0012	0.038	"cardiac chamber morphogenesis"	"biological_process"	" 3"	"48552,100957,159141,54117,47266,47686,82931,57593,57630,69125,88633"
"GO:0007154"	820	43	38	2.62	0.0012	0.039	"cell communication"	"biological_process"	" 3"	"109805,48552,46984,55044,58006,100957,54076,49594,54098,160088,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57546,57944,82936,57953,57581,57190,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,63600"
"GO:0034762"	332	43	21	3	0.0012	0.038	"regulation of transmembrane transport"	"biological_process"	" 4"	"109805,46984,55044,100957,57055,110035,54117,89811,47266,82931,57953,57581,57593,47353,57630,75399,64546,82671,69125,88633,118220"
"GO:0009273"	92	43	9	3.22	0.0013	0.039	"peptidoglycan-based cell wall biogenesis"	"biological_process"	" 5"	"100957,54117,89811,47266,82931,57593,75399,82671,69125"
"GO:0046916"	35	43	5	3.37	0.0013	0.04	"cellular transition metal ion homeostasis"	"biological_process"	" 9"	"57944,57593,57630,57288,88633"
"GO:0036159"	62	43	7	3.26	0.0014	0.041	"inner dynein arm assembly"	"biological_process"	" 8"	"48552,54098,54117,47266,82931,57593,57630"
"GO:0007193"	24	43	4	3.4	0.0014	0.041	"adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway"	"biological_process"	" 9"	"57055,89811,47266,64546"
"GO:0035521"	49	43	6	3.24	0.0015	0.045	"monoubiquitinated histone deubiquitination"	"biological_process"	"11"	"48552,54117,47266,82931,57593,57630"
"GO:0048240"	15	43	3	3.37	0.0016	0.047	"sperm capacitation"	"biological_process"	" 4"	"54076,54117,57593"
"GO:0060648"	15	43	3	3.37	0.0016	0.047	"mammary gland bud morphogenesis"	"biological_process"	" 8"	"54076,54117,47266"
"GO:0003205"	130	43	11	3.05	0.0017	0.047	"cardiac chamber development"	"biological_process"	" 3"	"48552,100957,159141,54117,47266,47686,82931,57593,57630,69125,88633"
"GO:0043433"	25	43	4	3.29	0.0017	0.047	"negative regulation of sequence-specific DNA binding transcription factor activity"	"biological_process"	" 4"	"54117,47266,57630,82671"
"GO:0035520"	50	43	6	3.18	0.0017	0.048	"monoubiquitinated protein deubiquitination"	"biological_process"	"10"	"48552,54117,47266,82931,57593,57630"
"GO:0033152"	26	43	4	3.19	0.002	0.054	"immunoglobulin V(D)J recombination"	"biological_process"	"11"	"54076,54117,47266,57630"
"GO:0060412"	26	43	4	3.19	0.002	0.054	"ventricular septum morphogenesis"	"biological_process"	"11"	"54117,82931,57593,57630"
"GO:0060411"	98	43	9	3.01	0.0021	0.055	"cardiac septum morphogenesis"	"biological_process"	" 3"	"48552,159141,54117,47266,47686,82931,57593,57630,88633"
"GO:0019539"	16	43	3	3.21	0.0021	0.055	"siderophore biosynthetic process from hydroxamic acid"	"biological_process"	" 9"	"48552,47266,57630"
"GO:0039588"	16	43	3	3.21	0.0021	0.055	"suppression by virus of host antigen processing and presentation"	"biological_process"	"11"	"54076,54117,47266"
"GO:0016271"	524	43	28	2.69	0.0022	0.056	"tissue death"	"biological_process"	" 3"	"57392,109805,48552,46984,55044,58002,100957,54076,54098,57055,159141,110035,54117,89811,47266,47686,82931,57953,57581,57190,57593,57630,75399,64546,57288,88633,118220,63600"
"GO:0045686"	52	43	6	3.06	0.0022	0.056	"negative regulation of glial cell differentiation"	"biological_process"	"11"	"48552,54117,47266,82931,57593,57630"
"GO:0003279"	99	43	9	2.97	0.0023	0.056	"cardiac septum development"	"biological_process"	" 3"	"48552,159141,54117,47266,47686,82931,57593,57630,88633"
"GO:0048132"	27	43	4	3.1	0.0024	0.058	"female germ-line stem cell division"	"biological_process"	" 7"	"54117,47266,57593,57630"
"GO:0051873"	27	43	4	3.1	0.0024	0.058	"killing by host of symbiont cells"	"biological_process"	" 7"	"100957,47266,57581,75399"
"GO:0030336"	325	43	20	2.76	0.0024	0.058	"negative regulation of cell migration"	"biological_process"	" 7"	"100957,54076,54117,89811,47266,47686,82931,57944,82936,57581,57593,109640,57630,75399,64546,82671,69125,88633,118220,63600"
"GO:0070943"	27	43	4	3.1	0.0024	0.058	"neutrophil mediated killing of symbiont cell"	"biological_process"	" 7"	"100957,47266,57581,75399"
"GO:0003281"	27	43	4	3.1	0.0024	0.058	"ventricular septum development"	"biological_process"	"10"	"54117,82931,57593,57630"
"GO:0051271"	326	43	20	2.75	0.0025	0.059	"negative regulation of cellular component movement"	"biological_process"	" 5"	"100957,54076,54117,89811,47266,47686,82931,57944,82936,57581,57593,109640,57630,75399,64546,82671,69125,88633,118220,63600"
"GO:2000146"	326	43	20	2.75	0.0025	0.059	"negative regulation of cell motility"	"biological_process"	" 5"	"100957,54076,54117,89811,47266,47686,82931,57944,82936,57581,57593,109640,57630,75399,64546,82671,69125,88633,118220,63600"
"GO:0032879"	739	43	35	2.48	0.0028	0.064	"regulation of localization"	"biological_process"	" 3"	"109805,48552,46984,55044,58006,100957,54076,54098,57055,50904,110035,54117,89811,111479,47266,47686,82931,57944,82936,57953,57581,57593,47353,109640,57630,161256,75399,64546,82671,57288,69125,88633,118220,81327,63600"
"GO:0021758"	41	43	5	2.93	0.003	0.066	"putamen development"	"biological_process"	" 3"	"100957,47266,57593,69125,88633"
"GO:0045765"	307	43	19	2.7	0.003	0.066	"regulation of angiogenesis"	"biological_process"	" 5"	"100957,54076,54117,89811,47266,47686,82931,57944,82936,57581,57593,109640,57630,75399,64546,82671,69125,88633,63600"
"GO:0016525"	307	43	19	2.7	0.003	0.066	"negative regulation of angiogenesis"	"biological_process"	" 5"	"100957,54076,54117,89811,47266,47686,82931,57944,82936,57581,57593,109640,57630,75399,64546,82671,69125,88633,63600"
"GO:0090049"	307	43	19	2.7	0.003	0.066	"regulation of cell migration involved in sprouting angiogenesis"	"biological_process"	" 7"	"100957,54076,54117,89811,47266,47686,82931,57944,82936,57581,57593,109640,57630,75399,64546,82671,69125,88633,63600"
"GO:0090051"	307	43	19	2.7	0.003	0.066	"negative regulation of cell migration involved in sprouting angiogenesis"	"biological_process"	" 8"	"100957,54076,54117,89811,47266,47686,82931,57944,82936,57581,57593,109640,57630,75399,64546,82671,69125,88633,63600"
"GO:0043537"	307	43	19	2.7	0.003	0.066	"negative regulation of blood vessel endothelial cell migration"	"biological_process"	"10"	"100957,54076,54117,89811,47266,47686,82931,57944,82936,57581,57593,109640,57630,75399,64546,82671,69125,88633,63600"
"GO:0061024"	680	43	33	2.48	0.0032	0.069	"membrane organization"	"biological_process"	" 3"	"57392,109805,48552,46984,55044,100957,54076,54098,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57953,57581,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,81327,63600"
"GO:0016044"	680	43	33	2.48	0.0032	0.069	"cellular membrane organization"	"biological_process"	" 3"	"57392,109805,48552,46984,55044,100957,54076,54098,57055,159141,50904,110035,54117,89811,111479,47266,47686,82931,57953,57581,57593,47353,109640,57630,161256,75399,64546,82671,69125,88633,118220,81327,63600"
"GO:0010633"	309	43	19	2.66	0.0033	0.069	"negative regulation of epithelial cell migration"	"biological_process"	" 8"	"100957,54076,54117,89811,47266,47686,82931,57944,82936,57581,57593,109640,57630,75399,64546,82671,69125,88633,63600"
"GO:0010596"	309	43	19	2.66	0.0033	0.069	"negative regulation of endothelial cell migration"	"biological_process"	" 9"	"100957,54076,54117,89811,47266,47686,82931,57944,82936,57581,57593,109640,57630,75399,64546,82671,69125,88633,63600"
"GO:0032792"	18	43	3	2.94	0.0034	0.07	"negative regulation of CREB transcription factor activity"	"biological_process"	"11"	"54117,47266,57630"
